"X","Variable","Importance","Participant","NLP"
"K23134.7","BigWords",-0.001012213,"K23134","LIWC"
"K23134.8","Dictionary",-0.000233869,"K23134","LIWC"
"K23134.9","Linguistic",-0.003398551,"K23134","LIWC"
"K23134.10","Function",-0.004164554,"K23134","LIWC"
"K23134.11","Pronoun",0,"K23134","LIWC"
"K23134.12","Personal pronouns",-0.002745421,"K23134","LIWC"
"K23134.13","i",-0.000631169,"K23134","LIWC"
"K23134.14","We",-2.19e-05,"K23134","LIWC"
"K23134.15","Impersonal pronouns",-0.000283679,"K23134","LIWC"
"K23134.16","Determiners",0,"K23134","LIWC"
"K23134.17","Article",0.000306505,"K23134","LIWC"
"K23134.18","Number",-0.000940966,"K23134","LIWC"
"K23134.19","Preposition  ",0,"K23134","LIWC"
"K23134.20","Auxiliary verbs",0.007425581,"K23134","LIWC"
"K23134.21","Adverbs",-2.8e-05,"K23134","LIWC"
"K23134.22","Conjunctions",0,"K23134","LIWC"
"K23134.23","Negations",0,"K23134","LIWC"
"K23134.24","Verb",0,"K23134","LIWC"
"K23134.25","Adjectives",0,"K23134","LIWC"
"K23134.26","Quantity",0,"K23134","LIWC"
"K23134.27","Drives",-0.000848789,"K23134","LIWC"
"K23134.28","Affiliation",0,"K23134","LIWC"
"K23134.29","Achieve",-6.63e-05,"K23134","LIWC"
"K23134.30","Cognition",0.015199227,"K23134","LIWC"
"K23134.31","Allnone",3.26581525444805e-05,"K23134","LIWC"
"K23134.32","Cognitive processes",-2.29e-05,"K23134","LIWC"
"K23134.33","Insight",0,"K23134","LIWC"
"K23134.34","Cause",0,"K23134","LIWC"
"K23134.35","Discrepancy",-0.001849241,"K23134","LIWC"
"K23134.36","Tentative",0,"K23134","LIWC"
"K23134.37","Certitude",4.44228813478337e-08,"K23134","LIWC"
"K23134.38","Differentiation",0,"K23134","LIWC"
"K23134.39","Affect",0,"K23134","LIWC"
"K23134.40","Positive tone",0,"K23134","LIWC"
"K23134.41","Negative tone",0,"K23134","LIWC"
"K23134.42","Emotion",0.001665816,"K23134","LIWC"
"K23134.43","PA LIWC",9.36822609996828e-05,"K23134","LIWC"
"K23134.44","NA LIWC",0,"K23134","LIWC"
"K23134.45","Anxiety LIWC",0,"K23134","LIWC"
"K23134.46","Social",0,"K23134","LIWC"
"K23134.47","Socbehav",0.000969173,"K23134","LIWC"
"K23134.48","prosocial",-0.000336808,"K23134","LIWC"
"K23134.49","Communication",0,"K23134","LIWC"
"K23134.50","Social referents",0,"K23134","LIWC"
"K23134.51","Family",0,"K23134","LIWC"
"K23134.52","Female",-1.91e-05,"K23134","LIWC"
"K23134.53","Male",0.001052436,"K23134","LIWC"
"K23134.54","Culture",0.000592956,"K23134","LIWC"
"K23134.55","Tech",0.000498609,"K23134","LIWC"
"K23134.56","Lifestyle",0.001855274,"K23134","LIWC"
"K23134.57","Leisure",-0.000196796,"K23134","LIWC"
"K23134.58","Home",9.16714176122507e-05,"K23134","LIWC"
"K23134.59","Work",0,"K23134","LIWC"
"K23134.60","Physical",0,"K23134","LIWC"
"K23134.61","Food",-6.87e-05,"K23134","LIWC"
"K23134.62","Need",-0.001069388,"K23134","LIWC"
"K23134.63","Acquire",0.000339336,"K23134","LIWC"
"K23134.64","Allure",0.000806153,"K23134","LIWC"
"K23134.65","Perception",-0.000141213,"K23134","LIWC"
"K23134.66","Attention",-1.31e-06,"K23134","LIWC"
"K23134.67","Motion",0,"K23134","LIWC"
"K23134.68","Space",0,"K23134","LIWC"
"K23134.69","Visual",0.00097801,"K23134","LIWC"
"K23134.70","Feeling",0,"K23134","LIWC"
"K23134.71","Time LIWC",-0.002310125,"K23134","LIWC"
"K23134.72","FocusPast",-2.06e-08,"K23134","LIWC"
"K23134.73","FocusPresent",-0.000499959,"K23134","LIWC"
"K23134.74","FocusFuture",0,"K23134","LIWC"
"K23134.75","AllPunc",0,"K23134","LIWC"
"K23134.76","Period",0,"K23134","LIWC"
"K23134.77","Apostrophes",0.000271888,"K23134","LIWC"
"K23134.78","Compound",-1.45e-05,"K23134","LIWC"
"K23134.79","PA VADER",0,"K23134","Vader"
"K23134.80","Neutral VADER",-7.46e-05,"K23134","LIWC"
"K23134.81","NA VADER",0,"K23134","Vader"
"K23134.82","ThoughtLength",0.000155782,"K23134","LIWC"
"K23134.83","StressLength",-0.020343805,"K23134","Text leangth"
"K23134.84","EnjoyLength",0,"K23134","Text leangth"
"K23134.85","Topic_t1",-9.36e-07,"K23134","LDA"
"K23134.86","Topic_t2",4.07518118185147e-06,"K23134","LDA"
"K23134.87","Topic_t3",5.15076984211618e-06,"K23134","LDA"
"K23134.88","Topic_t4",1.88249042937512e-08,"K23134","LDA"
"K23134.89","Topic_t5",-8.79e-06,"K23134","LDA"
"K23134.90","Topic_t6",0,"K23134","LDA"
"K23134.91","Happy GPT",0,"K23134","GPT"
"K23134.92","Sad GPT",-0.001572863,"K23134","GPT"
"K23134.93","Nervous GPT",0,"K23134","GPT"
"K23134.94","Interested GPT",0,"K23134","GPT"
"K23134.95","Angry GPT",0.001443333,"K23134","GPT"
"K23134.96","Excited GPT",0,"K23134","GPT"
"K23134.97","Bored GPT",0,"K23134","GPT"
"K23134.98","NA GPT",0.000513665,"K23134","GPT"
"K23134.99","PA GPT",0.000212078,"K23134","GPT"
"K23139.1","Time",-0.005054162,"K23139","Time"
"K23139.2","Word Count",0.001579293,"K23139","Text leangth"
"K23139.3","Analytic",-1.05e-05,"K23139","LIWC"
"K23139.4","Clout",-0.000363156,"K23139","LIWC"
"K23139.5","Authentic",0.018366803,"K23139","LIWC"
"K23139.6","WordPerSentence",0.00018785,"K23139","Text leangth"
"K23139.7","BigWords",0.00065379,"K23139","LIWC"
"K23139.8","Dictionary",-0.000609026,"K23139","LIWC"
"K23139.9","Linguistic",0.000755325,"K23139","LIWC"
"K23139.10","Function",-6.34e-05,"K23139","LIWC"
"K23139.11","Pronoun",-0.002603829,"K23139","LIWC"
"K23139.12","Personal pronouns",0.002820704,"K23139","LIWC"
"K23139.13","i",4.75383437681827e-05,"K23139","LIWC"
"K23139.14","Determiners",0.001153751,"K23139","LIWC"
"K23139.15","Article",0.004736189,"K23139","LIWC"
"K23139.16","Preposition  ",-0.001825688,"K23139","LIWC"
"K23139.17","Auxiliary verbs",0.000513849,"K23139","LIWC"
"K23139.18","Negations",0.000179002,"K23139","LIWC"
"K23139.19","Verb",0.000283074,"K23139","LIWC"
"K23139.20","Adjectives",-0.000218536,"K23139","LIWC"
"K23139.21","Drives",0.023119131,"K23139","LIWC"
"K23139.22","Achieve",-0.010865687,"K23139","LIWC"
"K23139.23","Cognition",-0.003165314,"K23139","LIWC"
"K23139.24","Allnone",0.040068999,"K23139","LIWC"
"K23139.25","Lifestyle",-0.00373978,"K23139","LIWC"
"K23139.26","Leisure",-0.00036344,"K23139","LIWC"
"K23139.27","Work",0.003299374,"K23139","LIWC"
"K23139.28","Physical",0.000113826,"K23139","LIWC"
"K23139.29","Food",-0.002576129,"K23139","LIWC"
"K23139.30","Allure",0.000574611,"K23139","LIWC"
"K23139.31","Perception",-0.001729308,"K23139","LIWC"
"K23139.32","FocusPast",-0.000382916,"K23139","LIWC"
"K23139.33","Compound",-8.36e-06,"K23139","LIWC"
"K23139.34","ThoughtLength",-7.4e-05,"K23139","LIWC"
"K23139.35","StressLength",-0.003986389,"K23139","Text leangth"
"K23139.36","EnjoyLength",0.00011535,"K23139","Text leangth"
"K23139.37","Topic_t1",8.89080886862585e-07,"K23139","LDA"
"K23139.38","Topic_t2",6.77378940960898e-06,"K23139","LDA"
"K23139.39","Topic_t3",-1.03e-06,"K23139","LDA"
"K23139.40","Topic_t4",-9.29e-08,"K23139","LDA"
"K23139.41","Topic_t5",-4.13e-06,"K23139","LDA"
"K23139.42","Topic_t6",2.15003970252767e-06,"K23139","LDA"
"K23139.43","Happy GPT",0.000366684,"K23139","GPT"
"K23139.44","Sad GPT",1.77900011265004e-05,"K23139","GPT"
"K23139.45","Nervous GPT",5.72456568127264e-05,"K23139","GPT"
"K23139.46","Interested GPT",2.97223821929654e-05,"K23139","GPT"
"K23139.47","Angry GPT",4.29338592341714e-05,"K23139","GPT"
"K23139.48","Excited GPT",9.32978100309956e-05,"K23139","GPT"
"K23139.49","Bored GPT",-0.000124523,"K23139","GPT"
"K23139.50","NA GPT",0,"K23139","GPT"
"K23139.51","PA GPT",0,"K23139","GPT"
"K23144.1","Time",-0.00457589,"K23144","Time"
"K23144.2","Word Count",-0.000846035,"K23144","Text leangth"
"K23144.3","Analytic",0.009234429,"K23144","LIWC"
"K23144.4","Clout",-0.020064715,"K23144","LIWC"
"K23144.5","Authentic",0.00220062,"K23144","LIWC"
"K23144.6","WordPerSentence",0.002714256,"K23144","Text leangth"
"K23144.7","BigWords",-0.000377926,"K23144","LIWC"
"K23144.8","Dictionary",-0.010015419,"K23144","LIWC"
"K23144.9","Linguistic",-0.016051205,"K23144","LIWC"
"K23144.10","Function",-0.000463025,"K23144","LIWC"
"K23144.11","Pronoun",0,"K23144","LIWC"
"K23144.12","Personal pronouns",-0.000857876,"K23144","LIWC"
"K23144.13","i",0.000687501,"K23144","LIWC"
"K23144.14","Impersonal pronouns",0.00224964,"K23144","LIWC"
"K23144.15","Determiners",0.001843885,"K23144","LIWC"
"K23144.16","Article",0.00054399,"K23144","LIWC"
"K23144.17","Preposition  ",-0.002355084,"K23144","LIWC"
"K23144.18","Auxiliary verbs",0.002371419,"K23144","LIWC"
"K23144.19","Adverbs",-2.19e-05,"K23144","LIWC"
"K23144.20","Conjunctions",-4.17e-07,"K23144","LIWC"
"K23144.21","Verb",2.72691907001742e-05,"K23144","LIWC"
"K23144.22","Adjectives",-0.000688948,"K23144","LIWC"
"K23144.23","Quantity",0.000499415,"K23144","LIWC"
"K23144.24","Drives",-5.29e-05,"K23144","LIWC"
"K23144.25","Affiliation",0.005724803,"K23144","LIWC"
"K23144.26","Cognition",0.003081536,"K23144","LIWC"
"K23144.27","Cognitive processes",-0.000110968,"K23144","LIWC"
"K23144.28","Insight",-0.005410968,"K23144","LIWC"
"K23144.29","Affect",0.000989426,"K23144","LIWC"
"K23144.30","Positive tone",0.000318962,"K23144","LIWC"
"K23144.31","Social",-0.017441683,"K23144","LIWC"
"K23144.32","Socbehav",-0.018383596,"K23144","LIWC"
"K23144.33","Communication",-0.000808484,"K23144","LIWC"
"K23144.34","Social referents",-0.006065108,"K23144","LIWC"
"K23144.35","Family",0.003522263,"K23144","LIWC"
"K23144.36","Female",6.8185213577639e-05,"K23144","LIWC"
"K23144.37","Lifestyle",-0.002291041,"K23144","LIWC"
"K23144.38","Work",-0.0040652,"K23144","LIWC"
"K23144.39","Physical",0.001126562,"K23144","LIWC"
"K23144.40","Food",0.001034648,"K23144","LIWC"
"K23144.41","Allure",-4.63e-05,"K23144","LIWC"
"K23144.42","Perception",-0.00110011,"K23144","LIWC"
"K23144.43","Motion",0.000544412,"K23144","LIWC"
"K23144.44","Space",-0.000841575,"K23144","LIWC"
"K23144.45","Time LIWC",0.000138283,"K23144","LIWC"
"K23144.46","FocusPast",-0.00027735,"K23144","LIWC"
"K23144.47","AllPunc",-0.002311392,"K23144","LIWC"
"K23144.48","Period",0.00087701,"K23144","LIWC"
"K23144.49","Compound",0.000162532,"K23144","LIWC"
"K23144.50","PA VADER",-7.68e-06,"K23144","Vader"
"K23144.51","Neutral VADER",2.3196299232435e-06,"K23144","LIWC"
"K23144.52","NA VADER",8.32790013262602e-07,"K23144","Vader"
"K23144.53","ThoughtLength",-8.75e-05,"K23144","LIWC"
"K23144.54","StressLength",0.007212772,"K23144","Text leangth"
"K23144.55","EnjoyLength",0.00384264,"K23144","Text leangth"
"K23144.56","Topic_t1",-1.22e-06,"K23144","LDA"
"K23144.57","Topic_t2",-3.9e-06,"K23144","LDA"
"K23144.58","Topic_t3",5.27245952893846e-08,"K23144","LDA"
"K23144.59","Topic_t4",2.2491416035298e-05,"K23144","LDA"
"K23144.60","Topic_t5",-5.3e-06,"K23144","LDA"
"K23144.61","Topic_t6",-1.61e-05,"K23144","LDA"
"K23144.62","Happy GPT",-3.53e-05,"K23144","GPT"
"K23144.63","Sad GPT",-0.000133973,"K23144","GPT"
"K23144.64","Nervous GPT",0.000588393,"K23144","GPT"
"K23144.65","Interested GPT",-0.000145983,"K23144","GPT"
"K23144.66","Angry GPT",-5.43e-05,"K23144","GPT"
"K23144.67","Excited GPT",1.93155296922863e-05,"K23144","GPT"
"K23144.68","Bored GPT",0.000148914,"K23144","GPT"
"K23144.69","NA GPT",0,"K23144","GPT"
"K23144.70","PA GPT",0,"K23144","GPT"
"K23145.1","Time",0.018697624,"K23145","Time"
"K23145.2","Word Count",0,"K23145","Text leangth"
"K23145.3","Analytic",0,"K23145","LIWC"
"K23145.4","Clout",-0.007451046,"K23145","LIWC"
"K23145.5","Authentic",0.002755,"K23145","LIWC"
"K23145.6","WordPerSentence",0.028163533,"K23145","Text leangth"
"K23145.7","BigWords",1.45810601049374e-05,"K23145","LIWC"
"K23145.8","Dictionary",-0.001617038,"K23145","LIWC"
"K23145.9","Linguistic",-2.83e-07,"K23145","LIWC"
"K23145.10","Function",0,"K23145","LIWC"
"K23145.11","Pronoun",0,"K23145","LIWC"
"K23145.12","Personal pronouns",-2.3e-05,"K23145","LIWC"
"K23145.13","i",0.002753291,"K23145","LIWC"
"K23145.14","Impersonal pronouns",-0.000735952,"K23145","LIWC"
"K23145.15","Determiners",0.000603667,"K23145","LIWC"
"K23145.16","Article",0.000336171,"K23145","LIWC"
"K23145.17","Preposition  ",8.03190752921892e-05,"K23145","LIWC"
"K23145.18","Auxiliary verbs",0.012619666,"K23145","LIWC"
"K23145.19","Adverbs",0.000349951,"K23145","LIWC"
"K23145.20","Conjunctions",0.000290235,"K23145","LIWC"
"K23145.21","Negations",0,"K23145","LIWC"
"K23145.22","Verb",-0.000607414,"K23145","LIWC"
"K23145.23","Adjectives",0.001139755,"K23145","LIWC"
"K23145.24","Quantity",7.67466256653008e-05,"K23145","LIWC"
"K23145.25","Drives",-0.002519473,"K23145","LIWC"
"K23145.26","Affiliation",-0.00127951,"K23145","LIWC"
"K23145.27","Achieve",-0.000124789,"K23145","LIWC"
"K23145.28","Cognition",0.000514593,"K23145","LIWC"
"K23145.29","Cognitive processes",5.08165199124027e-05,"K23145","LIWC"
"K23145.30","Insight",0,"K23145","LIWC"
"K23145.31","Differentiation",-0.00398874,"K23145","LIWC"
"K23145.32","Affect",-0.000154563,"K23145","LIWC"
"K23145.33","Positive tone",0,"K23145","LIWC"
"K23145.34","Negative tone",0.00586719,"K23145","LIWC"
"K23145.35","Emotion",0.000712133,"K23145","LIWC"
"K23145.36","PA LIWC",0,"K23145","LIWC"
"K23145.37","NA LIWC",-0.000421447,"K23145","LIWC"
"K23145.38","Social",0.00201329,"K23145","LIWC"
"K23145.39","Socbehav",0,"K23145","LIWC"
"K23145.40","Communication",3.3418284901466e-05,"K23145","LIWC"
"K23145.41","Social referents",0.000619183,"K23145","LIWC"
"K23145.42","Lifestyle",5.67998726333435e-05,"K23145","LIWC"
"K23145.43","Leisure",-4.39e-05,"K23145","LIWC"
"K23145.44","Work",-0.001607481,"K23145","LIWC"
"K23145.45","Physical",0,"K23145","LIWC"
"K23145.46","Food",-0.001344372,"K23145","LIWC"
"K23145.47","Acquire",0.000600065,"K23145","LIWC"
"K23145.48","Allure",0.004381638,"K23145","LIWC"
"K23145.49","Perception",8.67609701607957e-06,"K23145","LIWC"
"K23145.50","Motion",0,"K23145","LIWC"
"K23145.51","Space",-0.001573189,"K23145","LIWC"
"K23145.52","Time LIWC",0.000908926,"K23145","LIWC"
"K23145.53","FocusPast",0,"K23145","LIWC"
"K23145.54","FocusPresent",0.00165426,"K23145","LIWC"
"K23145.55","AllPunc",0,"K23145","LIWC"
"K23145.56","Apostrophes",0,"K23145","LIWC"
"K23145.57","Compound",-2.74e-07,"K23145","LIWC"
"K23145.58","PA VADER",-4.31e-07,"K23145","Vader"
"K23145.59","Neutral VADER",-0.000112537,"K23145","LIWC"
"K23145.60","NA VADER",-1.04e-05,"K23145","Vader"
"K23145.61","ThoughtLength",0.055422465,"K23145","LIWC"
"K23145.62","StressLength",-0.001981248,"K23145","Text leangth"
"K23145.63","EnjoyLength",-3.64e-06,"K23145","Text leangth"
"K23145.64","Topic_t1",-1.2e-07,"K23145","LDA"
"K23145.65","Topic_t2",-2.35e-05,"K23145","LDA"
"K23145.66","Topic_t3",0,"K23145","LDA"
"K23145.67","Topic_t4",-3.09e-05,"K23145","LDA"
"K23145.68","Topic_t5",0,"K23145","LDA"
"K23145.69","Topic_t6",-2.91e-07,"K23145","LDA"
"K23145.70","Happy GPT",-0.002037165,"K23145","GPT"
"K23145.71","Sad GPT",3.81689146184585e-05,"K23145","GPT"
"K23145.72","Nervous GPT",-6e-06,"K23145","GPT"
"K23145.73","Interested GPT",1.66451892381854e-05,"K23145","GPT"
"K23145.74","Angry GPT",0.000477686,"K23145","GPT"
"K23145.75","Excited GPT",-0.000251161,"K23145","GPT"
"K23145.76","Bored GPT",0.000388302,"K23145","GPT"
"K23145.77","NA GPT",-0.002257325,"K23145","GPT"
"K23145.78","PA GPT",0,"K23145","GPT"
"K23148.1","Time",0.000164566,"K23148","Time"
"K23148.2","Word Count",0,"K23148","Text leangth"
"K23148.3","Analytic",-1.31e-05,"K23148","LIWC"
"K23148.4","Clout",0.002180249,"K23148","LIWC"
"K23148.5","Authentic",0.076514549,"K23148","LIWC"
"K23148.6","WordPerSentence",-0.001652083,"K23148","Text leangth"
"K23148.7","BigWords",0.003752297,"K23148","LIWC"
"K23148.8","Dictionary",3.76790211518949e-05,"K23148","LIWC"
"K23148.9","Linguistic",-0.000244756,"K23148","LIWC"
"K23148.10","Function",0.011292196,"K23148","LIWC"
"K23148.11","Pronoun",0.000318197,"K23148","LIWC"
"K23148.12","Personal pronouns",0,"K23148","LIWC"
"K23148.13","i",0,"K23148","LIWC"
"K23148.14","Impersonal pronouns",-0.000256063,"K23148","LIWC"
"K23148.15","Determiners",0.000861821,"K23148","LIWC"
"K23148.16","Article",-0.000259923,"K23148","LIWC"
"K23148.17","Preposition  ",0,"K23148","LIWC"
"K23148.18","Auxiliary verbs",0.000711284,"K23148","LIWC"
"K23148.19","Adverbs",2.31430984568059e-05,"K23148","LIWC"
"K23148.20","Conjunctions",0.001536734,"K23148","LIWC"
"K23148.21","Verb",-2.23e-05,"K23148","LIWC"
"K23148.22","Adjectives",-0.00052261,"K23148","LIWC"
"K23148.23","Quantity",-0.0005397,"K23148","LIWC"
"K23148.24","Drives",0.000282091,"K23148","LIWC"
"K23148.25","Affiliation",-0.000250882,"K23148","LIWC"
"K23148.26","Achieve",-0.000107378,"K23148","LIWC"
"K23148.27","Cognition",0.001917498,"K23148","LIWC"
"K23148.28","Cognitive processes",-3.26e-05,"K23148","LIWC"
"K23148.29","Insight",0.002287709,"K23148","LIWC"
"K23148.30","Discrepancy",0.000556119,"K23148","LIWC"
"K23148.31","Tentative",-0.001286354,"K23148","LIWC"
"K23148.32","Differentiation",0.001053576,"K23148","LIWC"
"K23148.33","Affect",0,"K23148","LIWC"
"K23148.34","Positive tone",0.001422251,"K23148","LIWC"
"K23148.35","Negative tone",-1.69e-05,"K23148","LIWC"
"K23148.36","Emotion",-0.000435172,"K23148","LIWC"
"K23148.37","Social",-4.63e-06,"K23148","LIWC"
"K23148.38","Socbehav",0,"K23148","LIWC"
"K23148.39","Communication",0.000166259,"K23148","LIWC"
"K23148.40","Social referents",0,"K23148","LIWC"
"K23148.41","Friend",0,"K23148","LIWC"
"K23148.42","Female",0.001279466,"K23148","LIWC"
"K23148.43","Lifestyle",-0.000251218,"K23148","LIWC"
"K23148.44","Leisure",-0.000564331,"K23148","LIWC"
"K23148.45","Work",-0.006431774,"K23148","LIWC"
"K23148.46","Physical",9.97678364672015e-05,"K23148","LIWC"
"K23148.47","Food",-0.001103394,"K23148","LIWC"
"K23148.48","Need",-0.000154597,"K23148","LIWC"
"K23148.49","Acquire",-0.001938858,"K23148","LIWC"
"K23148.50","Allure",-0.00013768,"K23148","LIWC"
"K23148.51","Perception",0,"K23148","LIWC"
"K23148.52","Motion",-0.000142529,"K23148","LIWC"
"K23148.53","Space",-0.000779159,"K23148","LIWC"
"K23148.54","Visual",-0.000122727,"K23148","LIWC"
"K23148.55","Time LIWC",0.000278783,"K23148","LIWC"
"K23148.56","FocusPast",0,"K23148","LIWC"
"K23148.57","FocusPresent",0.00259401,"K23148","LIWC"
"K23148.58","FocusFuture",-0.000261175,"K23148","LIWC"
"K23148.59","AllPunc",-0.00235473,"K23148","LIWC"
"K23148.60","Apostrophes",-0.002766535,"K23148","LIWC"
"K23148.61","Compound",1.28461004368794e-05,"K23148","LIWC"
"K23148.62","PA VADER",-4.76e-06,"K23148","Vader"
"K23148.63","Neutral VADER",0,"K23148","LIWC"
"K23148.64","NA VADER",-4e-06,"K23148","Vader"
"K23148.65","ThoughtLength",-0.007118024,"K23148","LIWC"
"K23148.66","StressLength",0,"K23148","Text leangth"
"K23148.67","EnjoyLength",0.000189282,"K23148","Text leangth"
"K23148.68","Topic_t1",1.64889780311998e-05,"K23148","LDA"
"K23148.69","Topic_t2",0,"K23148","LDA"
"K23148.70","Topic_t3",7.33131328131441e-06,"K23148","LDA"
"K23148.71","Topic_t4",9.79872538545554e-06,"K23148","LDA"
"K23148.72","Topic_t5",1.34023789321094e-05,"K23148","LDA"
"K23148.73","Topic_t6",0,"K23148","LDA"
"K23148.74","Happy GPT",0.000485981,"K23148","GPT"
"K23148.75","Sad GPT",-0.000689552,"K23148","GPT"
"K23148.76","Nervous GPT",-0.00037302,"K23148","GPT"
"K23148.77","Interested GPT",0.000388409,"K23148","GPT"
"K23148.78","Angry GPT",-0.000309215,"K23148","GPT"
"K23148.79","Excited GPT",0.000323711,"K23148","GPT"
"K23148.80","Bored GPT",-0.000167286,"K23148","GPT"
"K23148.81","NA GPT",-9.83e-06,"K23148","GPT"
"K23148.82","PA GPT",0,"K23148","GPT"
"K23150.1","Time",-0.051174797,"K23150","Time"
"K23150.2","Word Count",1.26380421968488e-05,"K23150","Text leangth"
"K23150.3","Analytic",0,"K23150","LIWC"
"K23150.4","Clout",0.009703446,"K23150","LIWC"
"K23150.5","Authentic",0.000230375,"K23150","LIWC"
"K23150.6","WordPerSentence",1.12284695740259e-05,"K23150","Text leangth"
"K23150.7","BigWords",0.010630139,"K23150","LIWC"
"K23150.8","Dictionary",0.000675959,"K23150","LIWC"
"K23150.9","Linguistic",0,"K23150","LIWC"
"K23150.10","Function",9.45587777554448e-06,"K23150","LIWC"
"K23150.11","Pronoun",-0.000708806,"K23150","LIWC"
"K23150.12","Personal pronouns",-0.000212055,"K23150","LIWC"
"K23150.13","i",0,"K23150","LIWC"
"K23150.14","Determiners",-0.001216692,"K23150","LIWC"
"K23150.15","Article",7.63061732386497e-05,"K23150","LIWC"
"K23150.16","Preposition  ",-0.007022365,"K23150","LIWC"
"K23150.17","Auxiliary verbs",-6.87e-05,"K23150","LIWC"
"K23150.18","Adverbs",0,"K23150","LIWC"
"K23150.19","Verb",0.001823372,"K23150","LIWC"
"K23150.20","Adjectives",0.001652197,"K23150","LIWC"
"K23150.21","Drives",-0.003394416,"K23150","LIWC"
"K23150.22","Affiliation",-0.001162212,"K23150","LIWC"
"K23150.23","Cognition",0,"K23150","LIWC"
"K23150.24","Cognitive processes",-0.036060592,"K23150","LIWC"
"K23150.25","Insight",0.002711978,"K23150","LIWC"
"K23150.26","Affect",0,"K23150","LIWC"
"K23150.27","Positive tone",0.002220536,"K23150","LIWC"
"K23150.28","Negative tone",-0.0017805,"K23150","LIWC"
"K23150.29","Emotion",-0.000230462,"K23150","LIWC"
"K23150.30","NA LIWC",0,"K23150","LIWC"
"K23150.31","Social",0,"K23150","LIWC"
"K23150.32","Socbehav",-0.000758622,"K23150","LIWC"
"K23150.33","Social referents",0.000215499,"K23150","LIWC"
"K23150.34","Family",-0.000102437,"K23150","LIWC"
"K23150.35","Friend",-0.000128194,"K23150","LIWC"
"K23150.36","Female",0.000142088,"K23150","LIWC"
"K23150.37","Lifestyle",-2.01e-07,"K23150","LIWC"
"K23150.38","Leisure",0.007387739,"K23150","LIWC"
"K23150.39","Work",-0.000840203,"K23150","LIWC"
"K23150.40","Physical",-0.000549774,"K23150","LIWC"
"K23150.41","Food",-3.65e-05,"K23150","LIWC"
"K23150.42","Acquire",-0.001916345,"K23150","LIWC"
"K23150.43","Allure",-0.000284569,"K23150","LIWC"
"K23150.44","Perception",-0.000491816,"K23150","LIWC"
"K23150.45","Motion",-0.001727462,"K23150","LIWC"
"K23150.46","Space",-2.77e-05,"K23150","LIWC"
"K23150.47","Time LIWC",0.000988543,"K23150","LIWC"
"K23150.48","FocusPast",0.001475477,"K23150","LIWC"
"K23150.49","Compound",3.96711767626429e-05,"K23150","LIWC"
"K23150.50","PA VADER",-3.37e-05,"K23150","Vader"
"K23150.51","Neutral VADER",0,"K23150","LIWC"
"K23150.52","NA VADER",-3.91e-05,"K23150","Vader"
"K23150.53","ThoughtLength",0.018752501,"K23150","LIWC"
"K23150.54","StressLength",0.001536698,"K23150","Text leangth"
"K23150.55","EnjoyLength",-0.004768354,"K23150","Text leangth"
"K23150.56","Topic_t1",2.81979679712919e-06,"K23150","LDA"
"K23150.57","Topic_t2",-1.56e-05,"K23150","LDA"
"K23150.58","Topic_t3",2.15078266011733e-06,"K23150","LDA"
"K23150.59","Topic_t4",2.16991455435632e-07,"K23150","LDA"
"K23150.60","Topic_t5",1.6825424957682e-06,"K23150","LDA"
"K23150.61","Topic_t6",3.20319954064531e-05,"K23150","LDA"
"K23150.62","Happy GPT",4.25398611667171e-05,"K23150","GPT"
"K23150.63","Sad GPT",0,"K23150","GPT"
"K23150.64","Nervous GPT",-6.46e-05,"K23150","GPT"
"K23150.65","Interested GPT",0.000500592,"K23150","GPT"
"K23150.66","Angry GPT",0.001539977,"K23150","GPT"
"K23150.67","Excited GPT",3.0800978925208e-05,"K23150","GPT"
"K23150.68","Bored GPT",8.3201616154613e-05,"K23150","GPT"
"K23150.69","NA GPT",0.000439358,"K23150","GPT"
"K23150.70","PA GPT",0,"K23150","GPT"
"K23153.1","Time",0.002876693,"K23153","Time"
"K23153.2","Word Count",0,"K23153","Text leangth"
"K23153.3","Analytic",0.006177326,"K23153","LIWC"
"K23153.4","Clout",0,"K23153","LIWC"
"K23153.5","Authentic",0,"K23153","LIWC"
"K23153.6","WordPerSentence",-0.017707847,"K23153","Text leangth"
"K23153.7","BigWords",0,"K23153","LIWC"
"K23153.8","Dictionary",0.001160473,"K23153","LIWC"
"K23153.9","Linguistic",0,"K23153","LIWC"
"K23153.10","Function",3.92788516307673e-05,"K23153","LIWC"
"K23153.11","Pronoun",0,"K23153","LIWC"
"K23153.12","Personal pronouns",0,"K23153","LIWC"
"K23153.13","i",0,"K23153","LIWC"
"K23153.14","Determiners",-0.012980313,"K23153","LIWC"
"K23153.15","Article",0.000747219,"K23153","LIWC"
"K23153.16","Number",0.005303943,"K23153","LIWC"
"K23153.17","Preposition  ",0.005089336,"K23153","LIWC"
"K23153.18","Auxiliary verbs",-0.010637397,"K23153","LIWC"
"K23153.19","Adverbs",-0.00091711,"K23153","LIWC"
"K23153.20","Conjunctions",0.040455355,"K23153","LIWC"
"K23153.21","Negations",0,"K23153","LIWC"
"K23153.22","Verb",0.005936423,"K23153","LIWC"
"K23153.23","Adjectives",0.004475032,"K23153","LIWC"
"K23153.24","Drives",-0.006346876,"K23153","LIWC"
"K23153.25","Affiliation",0,"K23153","LIWC"
"K23153.26","Achieve",-0.005426002,"K23153","LIWC"
"K23153.27","Cognition",0.030665912,"K23153","LIWC"
