"X","Variable","Importance","Participant"
"K23147.4","Clout",-7.08013468013465e-05,"K23147"
"K23147.5","Authentic",-7.54478114478114e-05,"K23147"
"K23147.6","WordPerSentence",2.37306397306405e-05,"K23147"
"K23147.7","BigWords",-3.22895622895635e-05,"K23147"
"K23147.8","Dictionary",-3.58518518518516e-05,"K23147"
"K23147.9","Linguistic",7.08686868686866e-05,"K23147"
"K23147.10","Function",6.70235690235671e-05,"K23147"
"K23147.11","Pronoun",7.49562289562291e-05,"K23147"
"K23147.12","Personal pronouns",-4.30909090909093e-05,"K23147"
"K23147.13","i",-2.93063973063974e-05,"K23147"
"K23147.14","We",-0.000144686868686869,"K23147"
"K23147.16","Impersonal pronouns",-3.22828282828281e-05,"K23147"
"K23147.17","Determiners",-2.10235690235688e-05,"K23147"
"K23147.18","Article",4.55690235690226e-05,"K23147"
"K23147.19","Number",0.000123468013468015,"K23147"
"K23147.20","Prepositionsositions",-7.99326599326627e-06,"K23147"
"K23147.21","Auxiliary verbs",-5.65589225589227e-05,"K23147"
"K23147.22","Adverbs",1.51515151515133e-06,"K23147"
"K23147.23","Conjunctions",-1.54343434343431e-05,"K23147"
"K23147.24","Negations",2.28956228956231e-06,"K23147"
"K23147.25","Verb",-8.8417508417509e-06,"K23147"
"K23147.26","Adjectives",8.47138047138057e-05,"K23147"
"K23147.27","Quantity",4.19461279461277e-05,"K23147"
"K23147.28","Drives",-3.27272727272693e-06,"K23147"
"K23147.29","Affiliation",0.000106323232323232,"K23147"
"K23147.30","Achieve",5.13535353535357e-05,"K23147"
"K23147.31","Cognition",-3.45454545454552e-06,"K23147"
"K23147.32","Cognitive processes",-7.55218855218857e-05,"K23147"
"K23147.33","Insight",3.79932659932664e-05,"K23147"
"K23147.34","Cause",-1.49629629629628e-05,"K23147"
"K23147.35","Discrepancy",1.93063973063971e-05,"K23147"
"K23147.36","Tentative",4.0404040404042e-07,"K23147"
"K23147.37","Certitude",-6.06060606060635e-07,"K23147"
"K23147.38","Differentiation",2.48350168350166e-05,"K23147"
"K23147.39","Affect",-2.79191919191916e-05,"K23147"
"K23147.40","Positive tone",4.77979797979798e-05,"K23147"
"K23147.41","Negative tone",-5.86980920314268e-06,"K23147"
"K23147.42","Emotion",7.26531986531981e-05,"K23147"
"K23147.43","PA LIWC",-1.07340067340066e-05,"K23147"
"K23147.44","NA LIWC",-3.71358024691356e-05,"K23147"
"K23147.45","Social",-1.1387205387205e-05,"K23147"
"K23147.46","Socbehav",3.34343434343439e-05,"K23147"
"K23147.47","Communication",-1.28148148148151e-05,"K23147"
"K23147.48","Social referents",8.12323232323231e-05,"K23147"
"K23147.49","Family",2.27272727272726e-05,"K23147"
"K23147.50","Friend",-7.49629629629634e-05,"K23147"
"K23147.51","Female",2.48484848484838e-06,"K23147"
"K23147.52","Male",-1.49494949494949e-05,"K23147"
"K23147.53","Lifestyle",-2.51919191919201e-05,"K23147"
"K23147.54","Leisure",-4.03030303030298e-05,"K23147"
"K23147.55","Home",-2.02154882154881e-05,"K23147"
"K23147.56","Work",-8.2632996632997e-05,"K23147"
"K23147.57","Physical",-6.45117845117818e-06,"K23147"
"K23147.58","Food",5.02626262626259e-05,"K23147"
"K23147.59","Need",-1.19461279461283e-05,"K23147"
"K23147.60","Acquire",1.00606060606056e-05,"K23147"
"K23147.61","Allure",-9.29292929292922e-06,"K23147"
"K23147.62","Perception",4.47003367003363e-05,"K23147"
"K23147.63","Motion",9.33265993265995e-05,"K23147"
"K23147.64","Space",2.2188552188553e-05,"K23147"
"K23147.65","Visual",-3.93265993266009e-06,"K23147"
"K23147.66","Time LIWC",-0.000320053872053874,"K23147"
"K23147.67","FocusPast",-0.000101023569023568,"K23147"
"K23147.68","FocusPresent",-2.10909090909088e-05,"K23147"
"K23147.69","FocusFuture",-4.65993265993227e-06,"K23147"
"K23147.70","AllPunc",-2.75824915824916e-05,"K23147"
"K23147.71","Period",-5.45387205387211e-05,"K23147"
"K23147.72","Comma",2.25589225589231e-05,"K23147"
"K23147.73","Apostrophes",1.66599326599324e-05,"K23147"
"K23147.75","Compound",-3.36296296296309e-05,"K23147"
"K23147.76","PA VADER",2.43097643097646e-05,"K23147"
"K23147.77","Neutral VADER",4.40404040404069e-06,"K23147"
"K23147.78","NA VADER",6.5925925925926e-05,"K23147"
"K23147.79","ThoughtLength",1.47811447811437e-05,"K23147"
"K23147.80","StressLength",2.13670033670032e-05,"K23147"
"K23147.81","EnjoyLength",0.000149542087542088,"K23147"
"K23147.82","Topic_t1",2.96026936026936e-05,"K23147"
"K23147.83","Topic_t2",7.23232323232289e-06,"K23147"
"K23147.84","Topic_t3",7.93939393939394e-05,"K23147"
"K23147.85","Topic_t4",0.000101380471380471,"K23147"
"K23147.86","Topic_t5",-7.63164983164979e-05,"K23147"
"K23147.87","Topic_t6",-0.000143367003367004,"K23147"
"K23147.88","Happy GPT",2.02154882154879e-05,"K23147"
"K23147.89","Sad GPT",4.79730639730637e-05,"K23147"
"K23147.90","Nervous GPT",-3.56835016835024e-05,"K23147"
"K23147.91","Interested GPT",1.88552188551838e-07,"K23147"
"K23147.92","Angry GPT",-0.000257737373737374,"K23147"
"K23147.93","Excited GPT",0.000109575757575758,"K23147"
"K23147.94","Bored GPT",1.16161616161621e-05,"K23147"
"K23147.95","NA GPT",-2.53063973063963e-05,"K23147"
"K23147.96","PA GPT",-4.55173961840628e-05,"K23147"
"K23148.1","Time",2.89454545454549e-05,"K23148"
"K23148.2","Word Count",-6.02666666666654e-05,"K23148"
"K23148.3","Analytic",3.42464646464652e-05,"K23148"
"K23148.4","Clout",1.32484848484853e-05,"K23148"
"K23148.5","Authentic",5.96606060606064e-05,"K23148"
"K23148.6","WordPerSentence",4.67313131313131e-05,"K23148"
"K23148.7","BigWords",-2.08525252525248e-05,"K23148"
"K23148.8","Dictionary",-1.29144781144781e-05,"K23148"
"K23148.9","Linguistic",7.77696969696976e-05,"K23148"
"K23148.10","Function",-0.000162755555555556,"K23148"
"K23148.11","Pronoun",5.56673400673405e-05,"K23148"
"K23148.12","Personal pronouns",-8.96969696969708e-07,"K23148"
"K23148.13","i",-4.80248196248193e-05,"K23148"
"K23148.14","Impersonal pronouns",-1.54383838383839e-05,"K23148"
"K23148.15","Determiners",-1.18707070707086e-05,"K23148"
"K23148.16","Article",-3.6642424242425e-05,"K23148"
"K23148.17","Prepositionsositions",-3.10464646464648e-05,"K23148"
"K23148.18","Auxiliary verbs",3.06222222222224e-05,"K23148"
"K23148.19","Adverbs",6.22989898989901e-05,"K23148"
"K23148.20","Conjunctions",-8.98101010101002e-05,"K23148"
"K23148.21","Verb",-1.80565656565665e-05,"K23148"
"K23148.22","Adjectives",-1.05683501683495e-05,"K23148"
"K23148.23","Quantity",2.10585858585868e-05,"K23148"
"K23148.24","Drives",-0.000187353535353536,"K23148"
"K23148.25","Affiliation",2.2945454545454e-05,"K23148"
"K23148.26","Achieve",3.79393939393945e-05,"K23148"
"K23148.27","Cognition",5.50383838383833e-05,"K23148"
"K23148.28","Cognitive processes",4.07030303030303e-05,"K23148"
"K23148.29","Insight",3.47070707070718e-05,"K23148"
"K23148.30","Discrepancy",3.14989898989887e-05,"K23148"
"K23148.31","Tentative",-1.42949494949495e-05,"K23148"
"K23148.32","Differentiation",-7.81414141414147e-06,"K23148"
"K23148.33","Affect",-6.16808080808086e-05,"K23148"
"K23148.34","Positive tone",4.57252525252522e-05,"K23148"
"K23148.35","Negative tone",-3.34424242424242e-05,"K23148"
"K23148.36","Emotion",-7.59595959595802e-07,"K23148"
"K23148.37","Social",-9.05494949494956e-05,"K23148"
"K23148.38","Socbehav",-3.08000000000008e-05,"K23148"
"K23148.39","Communication",5.75757575757595e-06,"K23148"
"K23148.40","Social referents",-2.60202020202016e-05,"K23148"
"K23148.41","Friend",-7.21494949494952e-05,"K23148"
"K23148.42","Female",8.79191919191924e-06,"K23148"
"K23148.43","Lifestyle",1.88484848484856e-05,"K23148"
"K23148.44","Leisure",1.79636363636365e-05,"K23148"
"K23148.45","Work",-0.000218952465834819,"K23148"
"K23148.46","Physical",4.15434343434343e-05,"K23148"
"K23148.47","Food",-2.36686868686865e-05,"K23148"
"K23148.48","Need",1.04686868686868e-05,"K23148"
"K23148.49","Acquire",1.59959595959596e-05,"K23148"
"K23148.50","Allure",3.17696969696969e-05,"K23148"
"K23148.51","Perception",-5.86170274170279e-05,"K23148"
"K23148.52","Motion",-4.25090909090918e-05,"K23148"
"K23148.53","Space",-5.5656565656566e-05,"K23148"
"K23148.54","Visual",-1.26464646464634e-06,"K23148"
"K23148.55","Time LIWC",4.57494949494949e-05,"K23148"
"K23148.56","FocusPast",6.71959595959597e-05,"K23148"
"K23148.57","FocusPresent",-1.21858585858581e-05,"K23148"
"K23148.58","FocusFuture",3.52727272727267e-05,"K23148"
"K23148.59","AllPunc",1.46222222222214e-05,"K23148"
"K23148.60","Apostrophes",5.46510822510827e-05,"K23148"
"K23148.61","Compound",7.09898989899051e-06,"K23148"
"K23148.62","PA VADER",-7.99272727272735e-05,"K23148"
"K23148.63","Neutral VADER",8.05212121212113e-05,"K23148"
"K23148.64","NA VADER",1.69481481481478e-05,"K23148"
"K23148.65","ThoughtLength",9.89454545454549e-05,"K23148"
"K23148.66","StressLength",-5.21171717171703e-05,"K23148"
"K23148.67","EnjoyLength",-0.000103768542568542,"K23148"
"K23148.68","Topic_t1",-2.16606060606061e-05,"K23148"
"K23148.69","Topic_t2",-6.31151515151514e-05,"K23148"
"K23148.70","Topic_t3",0.000116642424242424,"K23148"
"K23148.71","Topic_t4",-9.09737373737373e-05,"K23148"
"K23148.72","Topic_t5",-7.83353535353533e-05,"K23148"
"K23148.73","Topic_t6",-3.24686868686863e-05,"K23148"
"K23148.74","Happy GPT",7.63151515151514e-05,"K23148"
"K23148.75","Sad GPT",0.000221402020202019,"K23148"
"K23148.76","Nervous GPT",-3.43676767676774e-05,"K23148"
"K23148.77","Interested GPT",-1.93858585858589e-05,"K23148"
"K23148.78","Angry GPT",-0.000155014141414141,"K23148"
"K23148.79","Excited GPT",2.09010101010104e-05,"K23148"
"K23148.80","Bored GPT",-4.14897207367793e-05,"K23148"
"K23148.81","NA GPT",0.000177482828282828,"K23148"
"K23148.82","PA GPT",6.91717171717178e-05,"K23148"
"K23150.1","Time",-4.99794871794858e-05,"K23150"
"K23150.2","Word Count",-2.10371040723987e-05,"K23150"
"K23150.3","Analytic",-8.58358974358994e-05,"K23150"
"K23150.4","Clout",8.83760683760777e-06,"K23150"
"K23150.5","Authentic",-1.05286713286714e-05,"K23150"
"K23150.6","WordPerSentence",-9.87770895770923e-05,"K23150"
"K23150.7","BigWords",-0.000102585592185591,"K23150"
"K23150.8","Dictionary",-7.07760683760698e-05,"K23150"
"K23150.9","Linguistic",8.0985947385948e-05,"K23150"
"K23150.10","Function",0.000194971916971917,"K23150"
"K23150.11","Pronoun",-0.0002926905982906,"K23150"
"K23150.12","Personal pronouns",-5.39350427350408e-05,"K23150"
"K23150.13","i",3.21863247863247e-05,"K23150"
"K23150.14","Determiners",-1.93657897657903e-05,"K23150"
"K23150.15","Article",-0.000132215384615386,"K23150"
"K23150.16","Prepositionsositions",-0.000170951522551525,"K23150"
"K23150.17","Auxiliary verbs",-1.17934065934057e-05,"K23150"
"K23150.18","Adverbs",0.000175609035409036,"K23150"
"K23150.19","Verb",5.44131868131857e-05,"K23150"
"K23150.20","Adjectives",-1.39584859584818e-06,"K23150"
"K23150.21","Drives",-5.78691530691534e-05,"K23150"
"K23150.22","Affiliation",8.2185103785104e-05,"K23150"
"K23150.23","Cognition",-0.000225247863247866,"K23150"
"K23150.24","Cognitive processes",-0.000276960683760683,"K23150"
"K23150.25","Insight",-8.6116239316238e-05,"K23150"
"K23150.26","Affect",-0.000310286039886043,"K23150"
"K23150.27","Positive tone",0.000114964102564104,"K23150"
"K23150.28","Negative tone",-0.000123579487179488,"K23150"
"K23150.29","Emotion",-4.52351648351663e-05,"K23150"
"K23150.30","NA LIWC",-2.62905982906004e-05,"K23150"
"K23150.31","Social",0.000176522144522146,"K23150"
"K23150.32","Socbehav",0.000216544566544567,"K23150"
"K23150.33","Social referents",9.16999888999884e-05,"K23150"
"K23150.34","Family",0.000157963858363855,"K23150"
"K23150.35","Friend",0.000143861782661785,"K23150"
"K23150.36","Female",-2.94598290598294e-05,"K23150"
"K23150.37","Lifestyle",-6.75549783549787e-05,"K23150"
"K23150.38","Leisure",8.37264957265072e-06,"K23150"
"K23150.39","Work",0.000394508424908428,"K23150"
"K23150.40","Physical",2.83521367521372e-05,"K23150"
"K23150.41","Food",7.75042735042563e-06,"K23150"
"K23150.42","Acquire",-4.45799899446993e-05,"K23150"
"K23150.43","Allure",0.000350601709401709,"K23150"
"K23150.44","Perception",8.11789987790027e-05,"K23150"
"K23150.45","Motion",-0.000158716705516706,"K23150"
"K23150.46","Space",0.000123586324786327,"K23150"
"K23150.47","Time LIWC",-0.000342727361527363,"K23150"
"K23150.48","FocusPast",0.000107610256410257,"K23150"
"K23150.49","Compound",-2.11907491201609e-05,"K23150"
"K23150.50","PA VADER",-7.85777777777786e-05,"K23150"
"K23150.51","Neutral VADER",-4.2393162393163e-05,"K23150"
"K23150.52","NA VADER",0.000241920435120434,"K23150"
"K23150.53","ThoughtLength",0.000162326739926741,"K23150"
"K23150.54","StressLength",-7.27449974861763e-05,"K23150"
"K23150.55","EnjoyLength",-0.000245295726495728,"K23150"
"K23150.56","Topic_t1",-0.000132518192918195,"K23150"
"K23150.57","Topic_t2",8.83521367521382e-05,"K23150"
"K23150.58","Topic_t3",0.000110932844932843,"K23150"
"K23150.59","Topic_t4",-4.60747252747237e-05,"K23150"
"K23150.60","Topic_t5",-0.000279459829059832,"K23150"
"K23150.61","Topic_t6",-3.1347008547009e-05,"K23150"
"K23150.62","Happy GPT",0.00022535873015873,"K23150"
"K23150.63","Sad GPT",-8.26226884226916e-05,"K23150"
"K23150.64","Nervous GPT",-0.000106707692307693,"K23150"
"K23150.65","Interested GPT",-0.00011008547008547,"K23150"
"K23150.66","Angry GPT",1.51692307692294e-05,"K23150"
"K23150.67","Excited GPT",-0.000181586324786325,"K23150"
"K23150.68","Bored GPT",4.84376068376065e-05,"K23150"
"K23150.69","NA GPT",-0.000230193894993893,"K23150"
"K23150.70","PA GPT",2.47550671550692e-05,"K23150"
"K23151.1","Time",0.000388262922262922,"K23151"
"K23151.2","Word Count",-5.00341880341893e-05,"K23151"
"K23151.3","Analytic",-0.0003134188034188,"K23151"
"K23151.4","Clout",0.000185094017094014,"K23151"
"K23151.5","Authentic",-5.03760683760661e-05,"K23151"
"K23151.6","WordPerSentence",0.00011757264957265,"K23151"
"K23151.7","BigWords",5.61253561253497e-05,"K23151"
"K23151.8","Dictionary",0.000206362230362231,"K23151"
"K23151.9","Linguistic",-0.00011430769230769,"K23151"
"K23151.10","Function",-2.12521210982673e-05,"K23151"
"K23151.11","Pronoun",1.88603988603978e-05,"K23151"
"K23151.12","Personal pronouns",4.04330484330494e-05,"K23151"
"K23151.13","i",-7.9230769230764e-05,"K23151"
"K23151.14","Impersonal pronouns",5.15449735449693e-05,"K23151"
"K23151.15","Determiners",0.000134569800569798,"K23151"
"K23151.16","Article",-9.35498575498519e-05,"K23151"
"K23151.17","Prepositionsositions",-0.000308330484330492,"K23151"
"K23151.18","Auxiliary verbs",-0.000183652421652427,"K23151"
"K23151.19","Adverbs",-0.000120757834757835,"K23151"
"K23151.20","Conjunctions",0.000409065527065527,"K23151"
"K23151.21","Negations",2.28547008546983e-05,"K23151"
"K23151.22","Verb",9.49743589743597e-05,"K23151"
"K23151.23","Adjectives",1.03817663817678e-05,"K23151"
"K23151.24","Drives",-0.000466605616605616,"K23151"
"K23151.25","Affiliation",0.000290164428164431,"K23151"
"K23151.26","Achieve",3.11339031339023e-05,"K23151"
"K23151.27","Cognition",-8.89743589743646e-05,"K23151"
"K23151.28","Cognitive processes",0.000129572649572651,"K23151"
"K23151.29","Insight",-8.9920227920228e-05,"K23151"
"K23151.30","Discrepancy",-0.000191063899063902,"K23151"
"K23151.31","Differentiation",-6.64102564102571e-05,"K23151"
"K23151.32","Affect",0.000144342694342692,"K23151"
"K23151.33","Positive tone",-3.66472558780228e-05,"K23151"
"K23151.34","Negative tone",8.34188034188039e-05,"K23151"
"K23151.35","Emotion",-0.000121549857549858,"K23151"
"K23151.36","NA LIWC",-2.43177733946943e-05,"K23151"
"K23151.37","Social",9.96524216524215e-05,"K23151"
"K23151.38","Socbehav",-0.000216974358974358,"K23151"
"K23151.39","Social referents",0.000670721204721203,"K23151"
"K23151.40","Lifestyle",0.00012411803011803,"K23151"
"K23151.41","Leisure",8.91965811965822e-05,"K23151"
"K23151.42","Home",-0.000331401709401705,"K23151"
"K23151.43","Work",-1.14643874643906e-05,"K23151"
"K23151.44","Physical",-8.80797720797751e-05,"K23151"
"K23151.45","Need",0.000329994301994305,"K23151"
"K23151.46","Acquire",0.000322826210826211,"K23151"
"K23151.47","Allure",-6.6102564102564e-05,"K23151"
"K23151.48","Perception",5.05274725274667e-05,"K23151"
"K23151.49","Motion",0.000571259259259267,"K23151"
"K23151.50","Space",-0.000114900284900286,"K23151"
"K23151.51","Time LIWC",-0.000165754985754986,"K23151"
"K23151.52","FocusPast",-7.99145299145297e-05,"K23151"
"K23151.53","FocusPresent",0.000163145299145301,"K23151"
"K23151.54","AllPunc",-0.000210592592592591,"K23151"
"K23151.55","Period",-0.000820142450142444,"K23151"
"K23151.56","Compound",3.36849816849789e-05,"K23151"
"K23151.57","PA VADER",-0.000127010989010986,"K23151"
"K23151.58","Neutral VADER",0.000147148555148552,"K23151"
"K23151.59","NA VADER",0.00014730484330484,"K23151"
"K23151.60","ThoughtLength",-0.000385017501017499,"K23151"
"K23151.61","StressLength",1.09841269841258e-05,"K23151"
"K23151.62","EnjoyLength",-0.00019380056980057,"K23151"
"K23151.63","Topic_t1",-9.32193732193995e-06,"K23151"
"K23151.64","Topic_t2",-0.000349498575498574,"K23151"
"K23151.65","Topic_t3",-8.10256410256418e-05,"K23151"
"K23151.66","Topic_t4",-7.97313797313642e-06,"K23151"
"K23151.67","Topic_t5",-0.000156239316239318,"K23151"
"K23151.68","Topic_t6",0.000282757020757018,"K23151"
"K23151.69","Happy GPT",0.000223555555555556,"K23151"
"K23151.70","Sad GPT",1.03532763532791e-05,"K23151"
"K23151.71","Nervous GPT",0.00069124786324787,"K23151"
"K23151.72","Interested GPT",-3.37435897435942e-05,"K23151"
"K23151.73","Angry GPT",3.39633699633696e-05,"K23151"
"K23151.74","Excited GPT",-6.34497354497314e-05,"K23151"
"K23151.75","Bored GPT",-0.000205715099715098,"K23151"
"K23151.76","NA GPT",0.000171601139601142,"K23151"
"K23151.77","PA GPT",6.57549857549864e-05,"K23151"
"K23153.1","Time",0.000144765432098767,"K23153"
"K23153.2","Word Count",-0.000213739217572543,"K23153"
"K23153.3","Analytic",3.22469135802602e-05,"K23153"
"K23153.4","Clout",-0.000113148148148144,"K23153"
"K23153.5","Authentic",-0.00017198148148147,"K23153"
"K23153.6","WordPerSentence",0.000279135802469138,"K23153"
"K23153.7","BigWords",0.000693913580246915,"K23153"
"K23153.8","Dictionary",0.000165189300411516,"K23153"
"K23153.9","Linguistic",-0.000140685185185188,"K23153"
"K23153.10","Function",0.000318402116402123,"K23153"
"K23153.11","Pronoun",6.49567901234547e-05,"K23153"
"K23153.12","Personal pronouns",0.000203987654320997,"K23153"
"K23153.13","i",-0.000142630511463842,"K23153"
"K23153.14","Determiners",-0.000200111111111112,"K23153"
"K23153.15","Article",-0.000113185185185181,"K23153"
"K23153.16","Number",-0.000305358024691362,"K23153"
"K23153.17","Prepositionsositions",-0.000343709876543211,"K23153"
"K23153.18","Auxiliary verbs",-0.000267641975308642,"K23153"
"K23153.19","Adverbs",-0.000275104938271601,"K23153"
"K23153.20","Conjunctions",-0.000564485008818355,"K23153"
"K23153.21","Negations",0.000249360670194001,"K23153"
"K23153.22","Verb",-0.000103479423868311,"K23153"
"K23153.23","Adjectives",-0.00055185802469136,"K23153"
"K23153.24","Drives",0.00032341975308642,"K23153"
"K23153.25","Affiliation",1.32636684303278e-05,"K23153"
"K23153.26","Achieve",0.000222345278178615,"K23153"
"K23153.27","Cognition",0.000132985008818338,"K23153"
"K23153.28","Allnone",-0.000210084656084659,"K23153"
"K23153.29","Cognitive processes",0.000726111111111111,"K23153"
"K23153.30","Insight",0.000186753086419753,"K23153"
"K23153.31","Cause",-9.92136176580576e-05,"K23153"
"K23153.32","Differentiation",-2.40617283950593e-05,"K23153"
"K23153.33","Affect",2.31543209876575e-05,"K23153"
"K23153.34","Positive tone",-3.04320987654595e-06,"K23153"
"K23153.35","Negative tone",0.000269419753086418,"K23153"
"K23153.36","Emotion",-0.00011672222222222,"K23153"
"K23153.37","NA LIWC",0.000593660493827173,"K23153"
"K23153.38","Social",-4.31649831648136e-06,"K23153"
"K23153.39","Socbehav",0.000219623456790119,"K23153"
"K23153.40","Social referents",-5.35555555555639e-05,"K23153"
"K23153.41","Friend",0.000146329805996472,"K23153"
"K23153.42","Lifestyle",-2.43765432098755e-05,"K23153"
"K23153.43","Leisure",-0.000213202821869483,"K23153"
"K23153.44","Home",0.000101508818342157,"K23153"
"K23153.45","Work",0.000322479717813049,"K23153"
"K23153.46","Physical",0.000145507054673714,"K23153"
"K23153.47","Health",2.63271604938296e-05,"K23153"
"K23153.48","illness",-6.14506172839556e-05,"K23153"
"K23153.49","Food",-0.00031480864197531,"K23153"
"K23153.50","Acquire",-7.48209876543271e-05,"K23153"
"K23153.51","Allure",0.000251901234567906,"K23153"
"K23153.52","Perception",0.000481919753086411,"K23153"
"K23153.53","Space",0.000350843915343913,"K23153"
"K23153.54","Visual",-1.72469135802481e-05,"K23153"
"K23153.55","Feeling",-6.06851851851856e-05,"K23153"
"K23153.56","Time LIWC",-0.00011756261022927,"K23153"
"K23153.57","FocusPast",-3.32257495590868e-05,"K23153"
"K23153.58","Conversation",-2.69382716049383e-05,"K23153"
"K23153.60","filler",-0.000135549382716051,"K23153"
"K23153.61","Compound",0.000171600448933782,"K23153"
"K23153.62","PA VADER",0.000150181657848334,"K23153"
"K23153.63","Neutral VADER",-9.31049382716044e-05,"K23153"
"K23153.64","NA VADER",-0.000134567901234583,"K23153"
"K23153.65","ThoughtLength",-0.000114666666666666,"K23153"
"K23153.66","StressLength",0.000153919753086417,"K23153"
"K23153.67","EnjoyLength",0.000272728395061732,"K23153"
"K23153.68","Topic_t1",0.000144969135802474,"K23153"
"K23153.69","Topic_t2",-0.000438760141093469,"K23153"
"K23153.70","Topic_t3",7.66305916305484e-06,"K23153"
"K23153.71","Topic_t4",5.08832772166075e-05,"K23153"
"K23153.72","Topic_t5",-0.000269234567901231,"K23153"
"K23153.73","Topic_t6",0.00021041005291005,"K23153"
"K23153.74","Happy GPT",5.99382716049176e-06,"K23153"
"K23153.75","Sad GPT",9.2320987654323e-05,"K23153"
"K23153.76","Nervous GPT",-1.06913580246969e-05,"K23153"
"K23153.77","Interested GPT",-0.000466046737213402,"K23153"
"K23153.78","Angry GPT",0.000161135802469141,"K23153"
"K23153.79","Excited GPT",-0.000295311728395063,"K23153"
"K23153.80","Bored GPT",-0.000161562610229276,"K23153"
"K23153.81","NA GPT",0.00026917283950618,"K23153"
"K23153.82","PA GPT",-0.00047134567901234,"K23153"
"K23155.1","Time",4.97373461012317e-05,"K23155"
"K23155.2","Word Count",-0.00015002288667405,"K23155"
"K23155.3","Analytic",3.20516795865633e-05,"K23155"
"K23155.4","Clout",8.71317829457294e-06,"K23155"
"K23155.5","Authentic",-3.26459948320405e-05,"K23155"
"K23155.6","WordPerSentence",5.83875968992236e-05,"K23155"
"K23155.7","BigWords",-7.65071982281292e-05,"K23155"
"K23155.8","Dictionary",-0.000139922480620155,"K23155"
"K23155.9","Linguistic",-3.09767441860466e-05,"K23155"
"K23155.10","Function",1.18449612403105e-05,"K23155"
"K23155.11","Pronoun",-0.000124149870801034,"K23155"
"K23155.12","Personal pronouns",0.000147665906672747,"K23155"
"K23155.13","i",4.57571059431528e-05,"K23155"
"K23155.14","Impersonal pronouns",-8.8198597268365e-05,"K23155"
"K23155.15","Determiners",-1.65943152454787e-05,"K23155"
"K23155.16","Article",-3.53695090439273e-05,"K23155"
"K23155.17","Prepositionsositions",0.00010374677002584,"K23155"
"K23155.18","Auxiliary verbs",-2.19896640826871e-05,"K23155"
"K23155.19","Negations",2.34387596899225e-05,"K23155"
"K23155.20","Verb",-0.000106417128091547,"K23155"
"K23155.21","Quantity",-6.05623678646938e-05,"K23155"
"K23155.22","Drives",8.32558139534878e-05,"K23155"
"K23155.23","Affiliation",4.22111480251016e-05,"K23155"
"K23155.24","Cognition",7.60007382798083e-05,"K23155"
"K23155.25","Allnone",9.50335917312664e-05,"K23155"
"K23155.26","Cognitive processes",5.79342930970833e-05,"K23155"
"K23155.27","Social",3.18966408268731e-05,"K23155"
"K23155.28","Lifestyle",7.09361387966036e-05,"K23155"
"K23155.29","Leisure",3.05374677002588e-05,"K23155"
"K23155.30","Home",-2.03720930232553e-05,"K23155"
"K23155.31","Work",-9.5555555555553e-06,"K23155"
"K23155.32","Physical",1.6527131782947e-05,"K23155"
"K23155.33","Food",6.66770025839785e-05,"K23155"
"K23155.34","Acquire",2.78759689922481e-05,"K23155"
"K23155.35","Allure",-8.3906238464378e-05,"K23155"
"K23155.36","Perception",-3.85943152454776e-05,"K23155"
"K23155.37","Attention",2.38294573643417e-05,"K23155"
"K23155.38","Space",2.42524916943492e-06,"K23155"
"K23155.39","Visual",6.7679586563308e-05,"K23155"
"K23155.40","FocusFuture",4.06666666666662e-05,"K23155"
"K23155.41","AllPunc",2.79586563307492e-05,"K23155"
"K23155.42","Compound",0.000116692506459948,"K23155"
"K23155.43","Neutral VADER",-0.000185700258397935,"K23155"
"K23155.44","ThoughtLength",-5.82170542635661e-05,"K23155"
"K23155.45","StressLength",5.45610926541165e-05,"K23155"
"K23155.46","EnjoyLength",1.24082687338496e-05,"K23155"
"K23155.47","Topic_t1",8.88586194167592e-05,"K23155"
"K23155.48","Topic_t2",-6.91029900332203e-06,"K23155"
"K23155.49","Topic_t3",7.79886218053105e-05,"K23155"
"K23155.50","Topic_t4",0.000221235142118863,"K23155"
"K23155.51","Topic_t5",8.35134736064961e-05,"K23155"
"K23155.52","Topic_t6",8.63388704318963e-05,"K23155"
"K23155.53","Happy GPT",-1.50284237726091e-05,"K23155"
"K23155.54","Sad GPT",8.23357870279894e-05,"K23155"
"K23155.55","Nervous GPT",-1.31997046880766e-05,"K23155"
"K23155.56","Interested GPT",-7.84237726098188e-05,"K23155"
"K23155.57","Angry GPT",0.000105798449612401,"K23155"
"K23155.58","Excited GPT",-4.01860465116281e-05,"K23155"
"K23155.59","Bored GPT",2.66614987080109e-05,"K23155"
"K23155.60","NA GPT",-4.68992248062019e-05,"K23155"
"K23155.61","PA GPT",-2.67700258397966e-06,"K23155"
"K23156.1","Time",-0.0280517222222222,"K23156"
"K23156.2","Word Count",-6.05858585858602e-05,"K23156"
"K23156.3","Analytic",-0.00020388888888889,"K23156"
"K23156.4","Clout",-0.000379595959595958,"K23156"
"K23156.5","Authentic",-0.000130060606060607,"K23156"
"K23156.6","WordPerSentence",-0.000100681818181814,"K23156"
"K23156.7","BigWords",-0.00025333838383838,"K23156"
"K23156.8","Dictionary",-3.46565656565686e-05,"K23156"
"K23156.9","Linguistic",-0.000133414141414141,"K23156"
"K23156.10","Function",-0.000942469696969692,"K23156"
"K23156.11","Pronoun",-3.03030303030296e-07,"K23156"
"K23156.12","Determiners",-4.38333333333338e-05,"K23156"
"K23156.13","Article",-2.06868686868675e-05,"K23156"
