"X","Variable","Importance","Participant","NLP"
"K23147.52","Male",8.79e-05,"K23147","LIWC"
"K23147.53","Lifestyle",0.000195939,"K23147","LIWC"
"K23147.54","Leisure",-7.24e-05,"K23147","LIWC"
"K23147.55","Home",-7.84e-05,"K23147","LIWC"
"K23147.56","Work",0.000106222,"K23147","LIWC"
"K23147.57","Physical",-5.31e-05,"K23147","LIWC"
"K23147.58","Food",-2.16e-05,"K23147","LIWC"
"K23147.59","Need",0.000100586,"K23147","LIWC"
"K23147.60","Acquire",-0.000187111,"K23147","LIWC"
"K23147.61","Allure",4.73e-05,"K23147","LIWC"
"K23147.62","Perception",0.000135939,"K23147","LIWC"
"K23147.63","Motion",0.000110687,"K23147","LIWC"
"K23147.64","Space",-5.07e-06,"K23147","LIWC"
"K23147.65","Visual",6.63e-06,"K23147","LIWC"
"K23147.66","Time LIWC",-0.000809879,"K23147","LIWC"
"K23147.67","FocusPast",-0.000242101,"K23147","LIWC"
"K23147.68","FocusPresent",1.83e-05,"K23147","LIWC"
"K23147.69","FocusFuture",3.41e-05,"K23147","LIWC"
"K23147.70","AllPunc",-7.76e-06,"K23147","LIWC"
"K23147.71","Period",-0.000132121,"K23147","LIWC"
"K23147.72","Comma",-6.35e-05,"K23147","LIWC"
"K23147.73","Apostrophes",0.000117919,"K23147","LIWC"
"K23147.75","Compound",0.000117212,"K23147","LIWC"
"K23147.76","PA VADER",0.000119212,"K23147","Vader"
"K23147.77","Neutral VADER",7.58e-05,"K23147","LIWC"
"K23147.78","NA VADER",8.73e-05,"K23147","Vader"
"K23147.79","ThoughtLength",2.41e-05,"K23147","LIWC"
"K23147.80","StressLength",-6.06e-07,"K23147","Text leangth"
"K23147.81","EnjoyLength",0.000142727,"K23147","Text leangth"
"K23147.82","Topic_t1",-0.000120808,"K23147","LDA"
"K23147.83","Topic_t2",-9.19e-05,"K23147","LDA"
"K23147.84","Topic_t3",6.62e-05,"K23147","LDA"
"K23147.85","Topic_t4",9.89e-05,"K23147","LDA"
"K23147.86","Topic_t5",-3.11e-05,"K23147","LDA"
"K23147.87","Topic_t6",-0.000178061,"K23147","LDA"
"K23147.88","Happy GPT",1.71e-20,"K23147","GPT"
"K23147.89","Sad GPT",2.79e-05,"K23147","GPT"
"K23147.90","Nervous GPT",-7.58e-05,"K23147","GPT"
"K23147.91","Interested GPT",0.000184,"K23147","GPT"
"K23147.92","Angry GPT",-0.000267152,"K23147","GPT"
"K23147.93","Excited GPT",0.000204869,"K23147","GPT"
"K23147.94","Bored GPT",6.96e-05,"K23147","GPT"
"K23147.95","NA GPT",-8.94e-05,"K23147","GPT"
"K23147.96","PA GPT",3.12e-05,"K23147","GPT"
"K23148.1","Time",-0.0002372,"K23148","Time"
"K23148.2","Word Count",0.000109418,"K23148","Text leangth"
"K23148.3","Analytic",6.37e-05,"K23148","LIWC"
"K23148.4","Clout",-9.32e-05,"K23148","LIWC"
"K23148.5","Authentic",0.00021017,"K23148","LIWC"
"K23148.6","WordPerSentence",6.6e-05,"K23148","Text leangth"
"K23148.7","BigWords",-4.73e-05,"K23148","LIWC"
"K23148.8","Dictionary",5.69e-05,"K23148","LIWC"
"K23148.9","Linguistic",-0.000144267,"K23148","LIWC"
"K23148.10","Function",2.32e-05,"K23148","LIWC"
"K23148.11","Pronoun",9.54e-06,"K23148","LIWC"
"K23148.12","Personal pronouns",-0.000117733,"K23148","LIWC"
"K23148.13","i",-6.99e-05,"K23148","LIWC"
"K23148.14","Impersonal pronouns",0.000196158,"K23148","LIWC"
"K23148.15","Determiners",-6.98e-05,"K23148","LIWC"
"K23148.16","Article",0.000148497,"K23148","LIWC"
"K23148.17","Preposition  ",-0.000194267,"K23148","LIWC"
"K23148.18","Auxiliary verbs",-0.000217538,"K23148","LIWC"
"K23148.19","Adverbs",9.9e-06,"K23148","LIWC"
"K23148.20","Conjunctions",-0.000253952,"K23148","LIWC"
"K23148.21","Verb",6.36e-05,"K23148","LIWC"
"K23148.22","Adjectives",-7.98e-05,"K23148","LIWC"
"K23148.23","Quantity",-1.26e-05,"K23148","LIWC"
"K23148.24","Drives",-2.26e-05,"K23148","LIWC"
"K23148.25","Affiliation",0.000266836,"K23148","LIWC"
"K23148.26","Achieve",0.000209491,"K23148","LIWC"
"K23148.27","Cognition",0.000256461,"K23148","LIWC"
"K23148.28","Cognitive processes",3.71e-05,"K23148","LIWC"
"K23148.29","Insight",3.95e-05,"K23148","LIWC"
"K23148.30","Discrepancy",-7.45e-06,"K23148","LIWC"
"K23148.31","Tentative",2.74e-05,"K23148","LIWC"
"K23148.32","Differentiation",-3.86e-05,"K23148","LIWC"
"K23148.33","Affect",0.000189965,"K23148","LIWC"
"K23148.34","Positive tone",-6.13e-05,"K23148","LIWC"
"K23148.35","Negative tone",2.21e-06,"K23148","LIWC"
"K23148.36","Emotion",4.95e-05,"K23148","LIWC"
"K23148.37","Social",0.000171721,"K23148","LIWC"
"K23148.38","Socbehav",-2.7e-05,"K23148","LIWC"
"K23148.39","Communication",-2.78e-05,"K23148","LIWC"
"K23148.40","Social referents",-6.07e-05,"K23148","LIWC"
"K23148.41","Friend",7e-05,"K23148","LIWC"
"K23148.42","Female",0.00010143,"K23148","LIWC"
"K23148.43","Lifestyle",-8e-05,"K23148","LIWC"
"K23148.44","Leisure",-0.000116788,"K23148","LIWC"
"K23148.45","Work",8.76e-05,"K23148","LIWC"
"K23148.46","Physical",9.18e-05,"K23148","LIWC"
"K23148.47","Food",-3.35e-05,"K23148","LIWC"
"K23148.48","Need",0.000172945,"K23148","LIWC"
"K23148.49","Acquire",-6.77e-05,"K23148","LIWC"
"K23148.50","Allure",-5.98e-05,"K23148","LIWC"
"K23148.51","Perception",-9.52e-05,"K23148","LIWC"
"K23148.52","Motion",0.000103103,"K23148","LIWC"
"K23148.53","Space",0.000195103,"K23148","LIWC"
"K23148.54","Visual",-2.29e-06,"K23148","LIWC"
"K23148.55","Time LIWC",0.000150558,"K23148","LIWC"
"K23148.56","FocusPast",-0.000175527,"K23148","LIWC"
"K23148.57","FocusPresent",-6.64e-05,"K23148","LIWC"
"K23148.58","FocusFuture",0.000188606,"K23148","LIWC"
"K23148.59","AllPunc",0.000120642,"K23148","LIWC"
"K23148.60","Apostrophes",1.1e-05,"K23148","LIWC"
"K23148.61","Compound",0.000117891,"K23148","LIWC"
"K23148.62","PA VADER",5.34e-05,"K23148","Vader"
"K23148.63","Neutral VADER",-9.75e-05,"K23148","LIWC"
"K23148.64","NA VADER",9.08e-05,"K23148","Vader"
"K23148.65","ThoughtLength",2.67e-05,"K23148","LIWC"
"K23148.66","StressLength",-0.000457988,"K23148","Text leangth"
"K23148.67","EnjoyLength",6.69e-05,"K23148","Text leangth"
"K23148.68","Topic_t1",-2.6e-05,"K23148","LDA"
"K23148.69","Topic_t2",0.000298339,"K23148","LDA"
"K23148.70","Topic_t3",0.000137358,"K23148","LDA"
"K23148.71","Topic_t4",0.000139122,"K23148","LDA"
"K23148.72","Topic_t5",-5.9e-05,"K23148","LDA"
"K23148.73","Topic_t6",-0.000266606,"K23148","LDA"
"K23148.74","Happy GPT",2.32e-05,"K23148","GPT"
"K23148.75","Sad GPT",-5.37e-05,"K23148","GPT"
"K23148.76","Nervous GPT",-6.88e-05,"K23148","GPT"
"K23148.77","Interested GPT",-0.000141333,"K23148","GPT"
"K23148.78","Angry GPT",1.28e-05,"K23148","GPT"
"K23148.79","Excited GPT",7.02e-05,"K23148","GPT"
"K23148.80","Bored GPT",3.65e-05,"K23148","GPT"
"K23148.81","NA GPT",8.79e-06,"K23148","GPT"
"K23148.82","PA GPT",0.000122133,"K23148","GPT"
"K23150.1","Time",0.00047993,"K23150","Time"
"K23150.2","Word Count",-0.000196974,"K23150","Text leangth"
"K23150.3","Analytic",-0.000277938,"K23150","LIWC"
"K23150.4","Clout",-0.000233446,"K23150","LIWC"
"K23150.5","Authentic",5.75e-05,"K23150","LIWC"
"K23150.6","WordPerSentence",-0.000649713,"K23150","Text leangth"
"K23150.7","BigWords",0.00049906,"K23150","LIWC"
"K23150.8","Dictionary",-0.000799169,"K23150","LIWC"
"K23150.9","Linguistic",4.9e-05,"K23150","LIWC"
"K23150.10","Function",0.000139864,"K23150","LIWC"
"K23150.11","Pronoun",0.000173928,"K23150","LIWC"
"K23150.12","Personal pronouns",-0.000318848,"K23150","LIWC"
"K23150.13","i",7.51e-05,"K23150","LIWC"
"K23150.14","Determiners",0.000159005,"K23150","LIWC"
"K23150.15","Article",0.000245285,"K23150","LIWC"
"K23150.16","Preposition  ",0.000114901,"K23150","LIWC"
"K23150.17","Auxiliary verbs",-0.000126379,"K23150","LIWC"
"K23150.18","Adverbs",-0.000197579,"K23150","LIWC"
"K23150.19","Verb",-0.000198379,"K23150","LIWC"
"K23150.20","Adjectives",5.88e-05,"K23150","LIWC"
"K23150.21","Drives",-0.000161805,"K23150","LIWC"
"K23150.22","Affiliation",0.000431281,"K23150","LIWC"
"K23150.23","Cognition",8.57e-05,"K23150","LIWC"
"K23150.24","Cognitive processes",-0.000354379,"K23150","LIWC"
"K23150.25","Insight",-0.000163969,"K23150","LIWC"
"K23150.26","Affect",-0.000563138,"K23150","LIWC"
"K23150.27","Positive tone",-9.08e-06,"K23150","LIWC"
"K23150.28","Negative tone",0.000150605,"K23150","LIWC"
"K23150.29","Emotion",0.000120995,"K23150","LIWC"
"K23150.30","NA LIWC",8.28e-06,"K23150","LIWC"
"K23150.31","Social",-5.17e-05,"K23150","LIWC"
"K23150.32","Socbehav",0.000143128,"K23150","LIWC"
"K23150.33","Social referents",5.42e-05,"K23150","LIWC"
"K23150.34","Family",5.27e-05,"K23150","LIWC"
"K23150.35","Friend",0.0004016,"K23150","LIWC"
"K23150.36","Female",0.000141897,"K23150","LIWC"
"K23150.37","Lifestyle",-0.00017319,"K23150","LIWC"
"K23150.38","Leisure",-0.000475364,"K23150","LIWC"
"K23150.39","Work",0.000162862,"K23150","LIWC"
"K23150.40","Physical",-0.000534785,"K23150","LIWC"
"K23150.41","Food",-0.000159251,"K23150","LIWC"
"K23150.42","Acquire",2.62e-05,"K23150","LIWC"
"K23150.43","Allure",-1.15e-05,"K23150","LIWC"
"K23150.44","Perception",-0.000296889,"K23150","LIWC"
"K23150.45","Motion",-2.05e-05,"K23150","LIWC"
"K23150.46","Space",-0.000206346,"K23150","LIWC"
"K23150.47","Time LIWC",-6.91e-05,"K23150","LIWC"
"K23150.48","FocusPast",0.000235625,"K23150","LIWC"
"K23150.49","Compound",-0.000108523,"K23150","LIWC"
"K23150.50","PA VADER",-0.000263077,"K23150","Vader"
"K23150.51","Neutral VADER",-0.000143272,"K23150","LIWC"
"K23150.52","NA VADER",-0.000124948,"K23150","Vader"
"K23150.53","ThoughtLength",0.00049519,"K23150","LIWC"
"K23150.54","StressLength",0.000180016,"K23150","Text leangth"
"K23150.55","EnjoyLength",0.001174028,"K23150","Text leangth"
"K23150.56","Topic_t1",-0.000400964,"K23150","LDA"
"K23150.57","Topic_t2",-6.69e-05,"K23150","LDA"
"K23150.58","Topic_t3",0.000437836,"K23150","LDA"
"K23150.59","Topic_t4",3.52e-05,"K23150","LDA"
"K23150.60","Topic_t5",-7.77e-06,"K23150","LDA"
"K23150.61","Topic_t6",0.000430256,"K23150","LDA"
"K23150.62","Happy GPT",-8.74e-05,"K23150","GPT"
"K23150.63","Sad GPT",0.000418528,"K23150","GPT"
"K23150.64","Nervous GPT",8.76e-05,"K23150","GPT"
"K23150.65","Interested GPT",-9.67e-05,"K23150","GPT"
"K23150.66","Angry GPT",4.31e-05,"K23150","GPT"
"K23150.67","Excited GPT",0.000173651,"K23150","GPT"
"K23150.68","Bored GPT",-4.22e-05,"K23150","GPT"
"K23150.69","NA GPT",-3.52e-06,"K23150","GPT"
"K23150.70","PA GPT",0.000431344,"K23150","GPT"
"K23151.1","Time",0.00193,"K23151","Time"
"K23151.2","Word Count",-9.91e-07,"K23151","Text leangth"
"K23151.3","Analytic",-0.00011853,"K23151","LIWC"
"K23151.4","Clout",4.58e-05,"K23151","LIWC"
"K23151.5","Authentic",-1.94e-05,"K23151","LIWC"
"K23151.6","WordPerSentence",-0.001109436,"K23151","Text leangth"
"K23151.7","BigWords",-0.000159556,"K23151","LIWC"
"K23151.8","Dictionary",-4.38e-05,"K23151","LIWC"
"K23151.9","Linguistic",0.000260427,"K23151","LIWC"
"K23151.10","Function",0.000349128,"K23151","LIWC"
"K23151.11","Pronoun",0.00057253,"K23151","LIWC"
"K23151.12","Personal pronouns",-0.000327282,"K23151","LIWC"
"K23151.13","i",-0.000215162,"K23151","LIWC"
"K23151.14","Impersonal pronouns",5.53e-05,"K23151","LIWC"
"K23151.15","Determiners",0.000541333,"K23151","LIWC"
"K23151.16","Article",0.000260051,"K23151","LIWC"
"K23151.17","Preposition  ",-9.08e-05,"K23151","LIWC"
"K23151.18","Auxiliary verbs",-0.000669299,"K23151","LIWC"
"K23151.19","Adverbs",-0.001055778,"K23151","LIWC"
"K23151.20","Conjunctions",-7.81e-05,"K23151","LIWC"
"K23151.21","Negations",0.000113265,"K23151","LIWC"
"K23151.22","Verb",0.001131897,"K23151","LIWC"
"K23151.23","Adjectives",0.000159453,"K23151","LIWC"
"K23151.24","Drives",4.13e-05,"K23151","LIWC"
"K23151.25","Affiliation",0.000481829,"K23151","LIWC"
"K23151.26","Achieve",-0.000726034,"K23151","LIWC"
"K23151.27","Cognition",-7.14e-05,"K23151","LIWC"
"K23151.28","Cognitive processes",0.000494701,"K23151","LIWC"
"K23151.29","Insight",-2.13e-05,"K23151","LIWC"
"K23151.30","Discrepancy",0.000233265,"K23151","LIWC"
"K23151.31","Differentiation",3.01e-05,"K23151","LIWC"
"K23151.32","Affect",0.000216034,"K23151","LIWC"
"K23151.33","Positive tone",-1.74e-05,"K23151","LIWC"
"K23151.34","Negative tone",7.18e-06,"K23151","LIWC"
"K23151.35","Emotion",2.78e-05,"K23151","LIWC"
"K23151.36","NA LIWC",-0.000206923,"K23151","LIWC"
"K23151.37","Social",6.57e-05,"K23151","LIWC"
"K23151.38","Socbehav",0.000196444,"K23151","LIWC"
"K23151.39","Social referents",-0.000496085,"K23151","LIWC"
"K23151.40","Lifestyle",-0.00079094,"K23151","LIWC"
"K23151.41","Leisure",8.52e-05,"K23151","LIWC"
"K23151.42","Home",1.76e-05,"K23151","LIWC"
"K23151.43","Work",0.001394,"K23151","LIWC"
"K23151.44","Physical",-0.000122479,"K23151","LIWC"
"K23151.45","Need",-0.000127333,"K23151","LIWC"
"K23151.46","Acquire",-3.35e-05,"K23151","LIWC"
"K23151.47","Allure",9.56e-05,"K23151","LIWC"
"K23151.48","Perception",0.001076427,"K23151","LIWC"
"K23151.49","Motion",-5.04e-05,"K23151","LIWC"
"K23151.50","Space",0.000121897,"K23151","LIWC"
"K23151.51","Time LIWC",-0.000205145,"K23151","LIWC"
"K23151.52","FocusPast",0.000431863,"K23151","LIWC"
"K23151.53","FocusPresent",-8.43e-05,"K23151","LIWC"
"K23151.54","AllPunc",0.000314462,"K23151","LIWC"
"K23151.55","Period",0.000552632,"K23151","LIWC"
"K23151.56","Compound",-6.95e-05,"K23151","LIWC"
"K23151.57","PA VADER",8.07e-05,"K23151","Vader"
"K23151.58","Neutral VADER",2.81e-05,"K23151","LIWC"
"K23151.59","NA VADER",1.55e-05,"K23151","Vader"
"K23151.60","ThoughtLength",-0.000286752,"K23151","LIWC"
"K23151.61","StressLength",9.82e-05,"K23151","Text leangth"
"K23151.62","EnjoyLength",-0.000141231,"K23151","Text leangth"
"K23151.63","Topic_t1",-9.47e-05,"K23151","LDA"
"K23151.64","Topic_t2",-0.000303077,"K23151","LDA"
"K23151.65","Topic_t3",-0.000239744,"K23151","LDA"
"K23151.66","Topic_t4",0.000297504,"K23151","LDA"
"K23151.67","Topic_t5",-0.000110684,"K23151","LDA"
"K23151.68","Topic_t6",-0.003233641,"K23151","LDA"
"K23151.69","Happy GPT",0.000359709,"K23151","GPT"
"K23151.70","Sad GPT",3.86e-05,"K23151","GPT"
"K23151.71","Nervous GPT",-0.000946872,"K23151","GPT"
"K23151.72","Interested GPT",-0.000299846,"K23151","GPT"
"K23151.73","Angry GPT",0.00010853,"K23151","GPT"
"K23151.74","Excited GPT",9.61e-05,"K23151","GPT"
"K23151.75","Bored GPT",-0.000930034,"K23151","GPT"
"K23151.76","NA GPT",-0.000325812,"K23151","GPT"
"K23151.77","PA GPT",-8.41e-05,"K23151","GPT"
"K23153.1","Time",0.000329981,"K23153","Time"
"K23153.2","Word Count",6.99e-05,"K23153","Text leangth"
"K23153.3","Analytic",0.000332537,"K23153","LIWC"
"K23153.4","Clout",-2.82e-05,"K23153","LIWC"
"K23153.5","Authentic",-0.000263815,"K23153","LIWC"
"K23153.6","WordPerSentence",-8.74e-05,"K23153","Text leangth"
"K23153.7","BigWords",-2.23e-05,"K23153","LIWC"
"K23153.8","Dictionary",0.000179611,"K23153","LIWC"
"K23153.9","Linguistic",-5.11e-06,"K23153","LIWC"
"K23153.10","Function",-0.000369492,"K23153","LIWC"
"K23153.11","Pronoun",-4.52e-05,"K23153","LIWC"
"K23153.12","Personal pronouns",-0.000227852,"K23153","LIWC"
"K23153.13","i",0.00018437,"K23153","LIWC"
"K23153.14","Determiners",-0.00010122,"K23153","LIWC"
"K23153.15","Article",0.00047813,"K23153","LIWC"
"K23153.16","Number",-6.78e-05,"K23153","LIWC"
"K23153.17","Preposition  ",-0.000214553,"K23153","LIWC"
"K23153.18","Auxiliary verbs",-8.99e-05,"K23153","LIWC"
"K23153.19","Adverbs",0.000201352,"K23153","LIWC"
"K23153.20","Conjunctions",0.000106624,"K23153","LIWC"
"K23153.21","Negations",-0.000132704,"K23153","LIWC"
"K23153.22","Verb",-2.28e-05,"K23153","LIWC"
"K23153.23","Adjectives",-0.000102593,"K23153","LIWC"
"K23153.24","Drives",0.000337352,"K23153","LIWC"
"K23153.25","Affiliation",0.000373574,"K23153","LIWC"
"K23153.26","Achieve",8.87e-05,"K23153","LIWC"
"K23153.27","Cognition",-3.06e-05,"K23153","LIWC"
"K23153.28","Allnone",-0.000205907,"K23153","LIWC"
"K23153.29","Cognitive processes",-0.000193669,"K23153","LIWC"
"K23153.30","Insight",-0.000146741,"K23153","LIWC"
"K23153.31","Cause",-9.19e-05,"K23153","LIWC"
"K23153.32","Differentiation",-0.0002475,"K23153","LIWC"
"K23153.33","Affect",3.49e-05,"K23153","LIWC"
"K23153.34","Positive tone",-0.000843556,"K23153","LIWC"
"K23153.35","Negative tone",0.000322444,"K23153","LIWC"
"K23153.36","Emotion",-0.0002995,"K23153","LIWC"
"K23153.37","NA LIWC",0.000117222,"K23153","LIWC"
"K23153.38","Social",0.000173796,"K23153","LIWC"
"K23153.39","Socbehav",-0.000343466,"K23153","LIWC"
"K23153.40","Social referents",5.09e-05,"K23153","LIWC"
"K23153.41","Friend",0.000243426,"K23153","LIWC"
"K23153.42","Lifestyle",8.18e-05,"K23153","LIWC"
"K23153.43","Leisure",-0.000185667,"K23153","LIWC"
"K23153.44","Home",0.000225056,"K23153","LIWC"
"K23153.45","Work",0.000185019,"K23153","LIWC"
"K23153.46","Physical",0.00050186,"K23153","LIWC"
"K23153.47","Health",0.000111852,"K23153","LIWC"
"K23153.48","illness",5.61e-06,"K23153","LIWC"
"K23153.49","Food",0.000145667,"K23153","LIWC"
"K23153.50","Acquire",-7.97e-05,"K23153","LIWC"
"K23153.51","Allure",0.000273556,"K23153","LIWC"
"K23153.52","Perception",0.000587862,"K23153","LIWC"
"K23153.53","Space",-9.87e-05,"K23153","LIWC"
"K23153.54","Visual",-0.000185981,"K23153","LIWC"
"K23153.55","Feeling",0.000176833,"K23153","LIWC"
"K23153.56","Time LIWC",-0.000292828,"K23153","LIWC"
"K23153.57","FocusPast",0.000403,"K23153","LIWC"
"K23153.58","Conversation",-0.000372955,"K23153","LIWC"
"K23153.60","filler",3.14e-05,"K23153","LIWC"
"K23153.61","Compound",4.88e-05,"K23153","LIWC"
"K23153.62","PA VADER",-9.69e-05,"K23153","Vader"
"K23153.63","Neutral VADER",-0.000318849,"K23153","LIWC"
"K23153.64","NA VADER",7.12e-05,"K23153","Vader"
"K23153.65","ThoughtLength",-5.19e-05,"K23153","LIWC"
"K23153.66","StressLength",8.6e-05,"K23153","Text leangth"
"K23153.67","EnjoyLength",-0.000330463,"K23153","Text leangth"
"K23153.68","Topic_t1",-0.000335614,"K23153","LDA"
"K23153.69","Topic_t2",-0.000151167,"K23153","LDA"
"K23153.70","Topic_t3",-0.000116111,"K23153","LDA"
"K23153.71","Topic_t4",-0.000781685,"K23153","LDA"
"K23153.72","Topic_t5",-0.000269333,"K23153","LDA"
"K23153.73","Topic_t6",-0.000114815,"K23153","LDA"
"K23153.74","Happy GPT",-0.000204333,"K23153","GPT"
"K23153.75","Sad GPT",6.6e-05,"K23153","GPT"
"K23153.76","Nervous GPT",0.000150963,"K23153","GPT"
"K23153.77","Interested GPT",-0.000184352,"K23153","GPT"
"K23153.78","Angry GPT",-3.9e-05,"K23153","GPT"
"K23153.79","Excited GPT",-0.000205389,"K23153","GPT"
"K23153.80","Bored GPT",-0.000305259,"K23153","GPT"
"K23153.81","NA GPT",7.27e-05,"K23153","GPT"
"K23153.82","PA GPT",-0.00066413,"K23153","GPT"
"K23155.1","Time",4.85e-05,"K23155","Time"
"K23155.2","Word Count",-0.000235535,"K23155","Text leangth"
"K23155.3","Analytic",-0.000111039,"K23155","LIWC"
"K23155.4","Clout",-0.00014986,"K23155","LIWC"
"K23155.5","Authentic",0.000184233,"K23155","LIWC"
"K23155.6","WordPerSentence",0.000211938,"K23155","Text leangth"
"K23155.7","BigWords",4.29e-06,"K23155","LIWC"
"K23155.8","Dictionary",-0.000110078,"K23155","LIWC"
"K23155.9","Linguistic",-0.000177054,"K23155","LIWC"
"K23155.10","Function",-0.000295876,"K23155","LIWC"
"K23155.11","Pronoun",-1.05e-05,"K23155","LIWC"
"K23155.12","Personal pronouns",0.000346713,"K23155","LIWC"
"K23155.13","i",-4.6e-05,"K23155","LIWC"
"K23155.14","Impersonal pronouns",-3.29e-05,"K23155","LIWC"
"K23155.15","Determiners",4.86e-05,"K23155","LIWC"
"K23155.16","Article",1.57e-05,"K23155","LIWC"
"K23155.17","Preposition  ",0.000117984,"K23155","LIWC"
"K23155.18","Auxiliary verbs",1.71e-05,"K23155","LIWC"
"K23155.19","Negations",4.81e-05,"K23155","LIWC"
"K23155.20","Verb",-0.000131721,"K23155","LIWC"
"K23155.21","Quantity",4.25e-05,"K23155","LIWC"
"K23155.22","Drives",5.05e-07,"K23155","LIWC"
"K23155.23","Affiliation",1.33e-05,"K23155","LIWC"
"K23155.24","Cognition",0.000176248,"K23155","LIWC"
"K23155.25","Allnone",4.36e-05,"K23155","LIWC"
"K23155.26","Cognitive processes",7.65e-05,"K23155","LIWC"
"K23155.27","Social",6.66e-05,"K23155","LIWC"
"K23155.28","Lifestyle",7.23e-05,"K23155","LIWC"
"K23155.29","Leisure",2.11e-05,"K23155","LIWC"
"K23155.30","Home",-4.54e-05,"K23155","LIWC"
"K23155.31","Work",0.000122241,"K23155","LIWC"
"K23155.32","Physical",6.25e-05,"K23155","LIWC"
"K23155.33","Food",-7.82e-05,"K23155","LIWC"
"K23155.34","Acquire",3.76e-05,"K23155","LIWC"
"K23155.35","Allure",-3.19e-05,"K23155","LIWC"
"K23155.36","Perception",3.95e-05,"K23155","LIWC"
"K23155.37","Attention",1.04e-05,"K23155","LIWC"
"K23155.38","Space",-6.33e-06,"K23155","LIWC"
"K23155.39","Visual",-8.95e-05,"K23155","LIWC"
"K23155.40","FocusFuture",2.05e-05,"K23155","LIWC"
"K23155.41","AllPunc",0,"K23155","LIWC"
"K23155.42","Compound",0.000712326,"K23155","LIWC"
"K23155.43","Neutral VADER",-1.83e-05,"K23155","LIWC"
"K23155.44","ThoughtLength",-4.93e-05,"K23155","LIWC"
"K23155.45","StressLength",-4.74e-05,"K23155","Text leangth"
"K23155.46","EnjoyLength",6.63e-05,"K23155","Text leangth"
"K23155.47","Topic_t1",4.13e-05,"K23155","LDA"
"K23155.48","Topic_t2",6.95e-05,"K23155","LDA"
"K23155.49","Topic_t3",0.000108791,"K23155","LDA"
"K23155.50","Topic_t4",0.000155969,"K23155","LDA"
"K23155.51","Topic_t5",0.000178791,"K23155","LDA"
"K23155.52","Topic_t6",2.85e-05,"K23155","LDA"
"K23155.53","Happy GPT",-2.25e-05,"K23155","GPT"
"K23155.54","Sad GPT",-6.87e-05,"K23155","GPT"
"K23155.55","Nervous GPT",6.8e-05,"K23155","GPT"
"K23155.56","Interested GPT",4.42e-05,"K23155","GPT"
"K23155.57","Angry GPT",9.05e-06,"K23155","GPT"
"K23155.58","Excited GPT",-1.32e-05,"K23155","GPT"
"K23155.59","Bored GPT",-8.58e-05,"K23155","GPT"
"K23155.60","NA GPT",-4.92e-05,"K23155","GPT"
"K23155.61","PA GPT",-8.32e-05,"K23155","GPT"
"K23156.1","Time",-0.008024091,"K23156","Time"
"K23156.2","Word Count",0.000181818,"K23156","Text leangth"
"K23156.3","Analytic",2.91e-05,"K23156","LIWC"
"K23156.4","Clout",-0.00023947,"K23156","LIWC"
"K23156.5","Authentic",0.000174758,"K23156","LIWC"
"K23156.6","WordPerSentence",0.000680182,"K23156","Text leangth"
"K23156.7","BigWords",-0.000853621,"K23156","LIWC"
"K23156.8","Dictionary",9.09e-07,"K23156","LIWC"
"K23156.9","Linguistic",1.65e-05,"K23156","LIWC"
"K23156.10","Function",-0.000308636,"K23156","LIWC"
"K23156.11","Pronoun",3.27e-05,"K23156","LIWC"
"K23156.12","Determiners",-6.38e-05,"K23156","LIWC"
"K23156.13","Article",-8.64e-05,"K23156","LIWC"
"K23156.14","Preposition  ",5.67e-05,"K23156","LIWC"
"K23156.15","Auxiliary verbs",-0.000243636,"K23156","LIWC"
"K23156.16","Verb",9.36e-05,"K23156","LIWC"
"K23156.17","Adjectives",1.27e-05,"K23156","LIWC"
"K23156.18","Drives",-0.000537939,"K23156","LIWC"
"K23156.19","Achieve",0.000101818,"K23156","LIWC"
"K23156.20","Affect",-4.82e-05,"K23156","LIWC"
"K23156.21","Positive tone",-8.45e-05,"K23156","LIWC"
"K23156.22","Social",0.000120909,"K23156","LIWC"
"K23156.23","Culture",-2e-05,"K23156","LIWC"
"K23156.24","Tech",-1.27e-05,"K23156","LIWC"
"K23156.25","Lifestyle",1.33e-05,"K23156","LIWC"
"K23156.26","Leisure",4.27e-05,"K23156","LIWC"
"K23156.27","Home",1e-05,"K23156","LIWC"
"K23156.28","Work",-0.000395455,"K23156","LIWC"
"K23156.29","Acquire",-0.000230606,"K23156","LIWC"
"K23156.30","Allure",3.73e-05,"K23156","LIWC"
"K23156.31","Perception",-5.64e-05,"K23156","LIWC"
"K23156.32","Attention",0.000167273,"K23156","LIWC"
"K23156.33","Motion",9.73e-05,"K23156","LIWC"
"K23156.34","Space",1.71e-05,"K23156","LIWC"
"K23156.35","Visual",0.000123182,"K23156","LIWC"
"K23156.36","FocusPast",-0.000207727,"K23156","LIWC"
"K23156.37","FocusFuture",-7.11e-05,"K23156","LIWC"
"K23156.38","Compound",6.36e-06,"K23156","LIWC"
"K23156.39","ThoughtLength",0.000650091,"K23156","LIWC"
"K23156.40","StressLength",-0.000547091,"K23156","Text leangth"
"K23156.41","EnjoyLength",-2.91e-05,"K23156","Text leangth"
"K23156.42","Topic_t1",-0.000468939,"K23156","LDA"
"K23156.43","Topic_t2",3.41e-06,"K23156","LDA"
"K23156.44","Topic_t3",-2.95e-05,"K23156","LDA"
"K23156.45","Topic_t4",-8.89e-05,"K23156","LDA"
"K23156.46","Topic_t5",-0.000106818,"K23156","LDA"
