,Variable,Importance,Participant,nlp
K23117,Cognitive processesï,0.004739542,K23117,LIWC
KTGF153,Cognitive processesï,0.004826146,KTGF153,LIWC
KTGF557,Cognitive processesï,0.005275552,KTGF557,LIWC
KTGF125,Cognitive processesï,0.005424264,KTGF125,LIWC
KTGF544,Cognitive processesï,0.005847866,KTGF544,LIWC
K23106,Cognitive processesï,0.005991724,K23106,LIWC
K23540,Cognitive processesï,0.006325264,K23540,LIWC
KTGF533,Cognitive processesï,0.006549043,KTGF533,LIWC
K23559,Cognitive processesï,0.006993125,K23559,LIWC
K23510,Cognitive processesï,0.00704284,K23510,LIWC
KTGF562,Cognitive processesï,0.008073245,KTGF562,LIWC
K23101,Cognitive processesï,0.010333149,K23101,LIWC
K23563,Cognitive processesï,0.012685418,K23563,LIWC
KTGF124,Cognitive processesï,0.013263242,KTGF124,LIWC
K23509,Cognitive processesï,0.014006818,K23509,LIWC
K23131,Cognitive processesï,0.017720575,K23131,LIWC
KTGF570,Cognitive processesï,0.018665011,KTGF570,LIWC
KTGF553,Cognitive processesï,0.026880072,KTGF553,LIWC
K23106,Cognition,0,K23106,LIWC
K23115,Cognition,0,K23115,LIWC
K23121,Cognition,0,K23121,LIWC
K23122,Cognition,0,K23122,LIWC
K23130,Cognition,0,K23130,LIWC
K23147,Cognition,0,K23147,LIWC
K23521,Cognition,0,K23521,LIWC
K23529,Cognition,0,K23529,LIWC
K23531,Cognition,0,K23531,LIWC
K23532,Cognition,0,K23532,LIWC
K23551,Cognition,0,K23551,LIWC
K23563,Cognition,0,K23563,LIWC
KTGF127,Cognition,0,KTGF127,LIWC
KTGF138,Cognition,0,KTGF138,LIWC
KTGF142,Cognition,0,KTGF142,LIWC
KTGF146,Cognition,0,KTGF146,LIWC
KTGF527,Cognition,0,KTGF527,LIWC
KTGF533,Cognition,0,KTGF533,LIWC
KTGF540,Cognition,0,KTGF540,LIWC
KTGF549,Cognition,0,KTGF549,LIWC
KTGF565,Cognition,0,KTGF565,LIWC
KTGF570,Cognition,0,KTGF570,LIWC
K23148,Cognition,2.62E-06,K23148,LIWC
KTGF118,Cognition,3.11E-06,KTGF118,LIWC
KTGF143,Cognition,9.23E-06,KTGF143,LIWC
K23541,Cognition,1.86E-05,K23541,LIWC
K23548,Cognition,2.14E-05,K23548,LIWC
K23139,Cognition,3.17E-05,K23139,LIWC
K23540,Cognition,6.40E-05,K23540,LIWC
K23555,Cognition,6.44E-05,K23555,LIWC
K23145,Cognition,7.86E-05,K23145,LIWC
K23502,Cognition,8.04E-05,K23502,LIWC
K23536,Cognition,0.000115336,K23536,LIWC
K23126,Cognition,0.000214432,K23126,LIWC
K23107,Cognition,0.000220444,K23107,LIWC
K23557,Cognition,0.000253547,K23557,LIWC
KTGF124,Cognition,0.000452193,KTGF124,LIWC
K23109,Cognition,0.000598374,K23109,LIWC
KTGF572,Cognition,0.000604689,KTGF572,LIWC
K23125,Cognition,0.000639088,K23125,LIWC
K23559,Cognition,0.000852003,K23559,LIWC
KTGF556,Cognition,0.000925243,KTGF556,LIWC
KTGF154,Cognition,0.000932823,KTGF154,LIWC
K23136,Cognition,0.000937403,K23136,LIWC
KTGF156,Cognition,0.000984325,KTGF156,LIWC
K23133,Cognition,0.000992049,K23133,LIWC
KTGF158,Cognition,0.001139528,KTGF158,LIWC
KTGF528,Cognition,0.001196059,KTGF528,LIWC
K23129,Cognition,0.001226729,K23129,LIWC
K23565,Cognition,0.001385174,K23565,LIWC
K23552,Cognition,0.001428435,K23552,LIWC
KTGF136,Cognition,0.001651059,KTGF136,LIWC
K23144,Cognition,0.001823459,K23144,LIWC
K23150,Cognition,0.00191208,K23150,LIWC
K23537,Cognition,0.001934381,K23537,LIWC
K23104,Cognition,0.002033543,K23104,LIWC
K23131,Cognition,0.002283665,K23131,LIWC
KTGF125,Cognition,0.002413433,KTGF125,LIWC
KTGF544,Cognition,0.00286487,KTGF544,LIWC
KTFG534,Cognition,0.002989383,KTFG534,LIWC
KTGF561,Cognition,0.003119878,KTGF561,LIWC
K23526,Cognition,0.00327089,K23526,LIWC
KTGF147,Cognition,0.004104318,KTGF147,LIWC
K23117,Cognition,0.004167233,K23117,LIWC
KTGF153,Cognition,0.004220728,KTGF153,LIWC
KTGF553,Cognition,0.004417777,KTGF553,LIWC
KTGF550,Cognition,0.004524144,KTGF550,LIWC
K23128,Cognition,0.004619613,K23128,LIWC
KTGF129,Cognition,0.004641754,KTGF129,LIWC
KTGF157,Cognition,0.004821092,KTGF157,LIWC
KTGF120,Cognition,0.004838278,KTGF120,LIWC
KTGF545,Cognition,0.005210162,KTGF545,LIWC
K23510,Cognition,0.005272237,K23510,LIWC
K23556,Cognition,0.0057666,K23556,LIWC
K23101,Cognition,0.005990162,K23101,LIWC
KTGF126,Cognition,0.006262933,KTGF126,LIWC
K23134,Cognition,0.006427008,K23134,LIWC
K23503,Cognition,0.006835379,K23503,LIWC
KTGF122,Cognition,0.008351739,KTGF122,LIWC
K23114,Cognition,0.008388989,K23114,LIWC
KTGF148,Cognition,0.00894486,KTGF148,LIWC
K23533,Cognition,0.009252473,K23533,LIWC
K23507,Cognition,0.0120082,K23507,LIWC
K23508,Cognition,0.012528785,K23508,LIWC
K23142,Cognition,0.012541116,K23142,LIWC
K23509,Cognition,0.017863509,K23509,LIWC
KTGF130,Cognition,0.020725939,KTGF130,LIWC
KTGF557,Cognition,0.024362645,KTGF557,LIWC
K23517,Cognition,0.026111864,K23517,LIWC
KTGF562,Cognition,0.036331417,KTGF562,LIWC
K23153,Cognition,0.085211986,K23153,LIWC
K23133,Clout,0,K23133,LIWC
K23134,Clout,0,K23134,LIWC
K23136,Clout,0,K23136,LIWC
K23147,Clout,0,K23147,LIWC
K23148,Clout,0,K23148,LIWC
K23150,Clout,0,K23150,LIWC
K23153,Clout,0,K23153,LIWC
K23532,Clout,0,K23532,LIWC
K23536,Clout,0,K23536,LIWC
KTGF120,Clout,0,KTGF120,LIWC
KTGF142,Clout,0,KTGF142,LIWC
KTGF549,Clout,0,KTGF549,LIWC
K23555,Clout,4.00E-07,K23555,LIWC
KTGF143,Clout,1.24E-05,KTGF143,LIWC
K23145,Clout,4.05E-05,K23145,LIWC
K23502,Clout,4.37E-05,K23502,LIWC
KTGF138,Clout,8.60E-05,KTGF138,LIWC
K23129,Clout,0.000164348,K23129,LIWC
K23104,Clout,0.000175688,K23104,LIWC
K23109,Clout,0.000303955,K23109,LIWC
K23531,Clout,0.000316533,K23531,LIWC
KTGF129,Clout,0.000378058,KTGF129,LIWC
K23556,Clout,0.000413894,K23556,LIWC
KTGF557,Clout,0.000442964,KTGF557,LIWC
K23139,Clout,0.000456508,K23139,LIWC
KTGF158,Clout,0.000512282,KTGF158,LIWC
K23552,Clout,0.000608125,K23552,LIWC
KTGF527,Clout,0.000636658,KTGF527,LIWC
KTGF154,Clout,0.000699006,KTGF154,LIWC
KTGF156,Clout,0.000726072,KTGF156,LIWC
KTGF148,Clout,0.000864538,KTGF148,LIWC
KTGF136,Clout,0.000879448,KTGF136,LIWC
K23563,Clout,0.000976801,K23563,LIWC
KTGF561,Clout,0.00099547,KTGF561,LIWC
KTGF118,Clout,0.001615799,KTGF118,LIWC
K23143,Clout,0.001686471,K23143,LIWC
KTGF572,Clout,0.001710241,KTGF572,LIWC
K23130,Clout,0.001728832,K23130,LIWC
K23565,Clout,0.001807105,K23565,LIWC
K23533,Clout,0.002012375,K23533,LIWC
K23529,Clout,0.002127874,K23529,LIWC
K23537,Clout,0.002262452,K23537,LIWC
KTGF556,Clout,0.002307178,KTGF556,LIWC
KTGF570,Clout,0.00245407,KTGF570,LIWC
KTGF147,Clout,0.002631091,KTGF147,LIWC
K23115,Clout,0.002743681,K23115,LIWC
K23121,Clout,0.002767751,K23121,LIWC
K23548,Clout,0.002812056,K23548,LIWC
K23144,Clout,0.002979235,K23144,LIWC
K23557,Clout,0.003094923,K23557,LIWC
KTGF130,Clout,0.003794062,KTGF130,LIWC
KTGF533,Clout,0.004803081,KTGF533,LIWC
KTGF125,Clout,0.00578826,KTGF125,LIWC
KTGF565,Clout,0.005865172,KTGF565,LIWC
K23541,Clout,0.006461699,K23541,LIWC
K23559,Clout,0.007760741,K23559,LIWC
K23101,Clout,0.007805982,K23101,LIWC
K23142,Clout,0.008127753,K23142,LIWC
K23551,Clout,0.009935577,K23551,LIWC
K23540,Clout,0.010158946,K23540,LIWC
K23503,Clout,0.010479748,K23503,LIWC
KTGF528,Clout,0.011066131,KTGF528,LIWC
KTFG534,Clout,0.011305069,KTFG534,LIWC
K23117,Clout,0.011576913,K23117,LIWC
KTGF157,Clout,0.012028494,KTGF157,LIWC
K23510,Clout,0.012450999,K23510,LIWC
K23156,Clout,0.012853179,K23156,LIWC
KTGF124,Clout,0.013256069,KTGF124,LIWC
K23122,Clout,0.013982241,K23122,LIWC
KTGF122,Clout,0.015712071,KTGF122,LIWC
K23125,Clout,0.018034438,K23125,LIWC
K23106,Clout,0.021925626,K23106,LIWC
KTGF127,Clout,0.022117362,KTGF127,LIWC
KTGF153,Clout,0.024910448,KTGF153,LIWC
KTGF540,Clout,0.025790909,KTGF540,LIWC
KTGF544,Clout,0.025996999,KTGF544,LIWC
K23128,Clout,0.029020333,K23128,LIWC
K23120,Clout,0.031972172,K23120,LIWC
KTGF126,Clout,0.032755888,KTGF126,LIWC
K23114,Clout,0.03374768,K23114,LIWC
K23507,Clout,0.035887238,K23507,LIWC
KTGF550,Clout,0.051698137,KTGF550,LIWC
K23508,Clout,0.052380475,K23508,LIWC
K23517,Clout,0.075148178,K23517,LIWC
K23125,Cause,0,K23125,LIWC
KTGF142,Cause,0,KTGF142,LIWC
KTGF565,Cause,0,KTGF565,LIWC
K23147,Cause,2.23E-08,K23147,LIWC
K23134,Cause,2.30E-07,K23134,LIWC
K23552,Cause,1.85E-06,K23552,LIWC
K23136,Cause,2.33E-06,K23136,LIWC
K23117,Cause,1.11E-05,K23117,LIWC
KTGF143,Cause,1.19E-05,KTGF143,LIWC
K23133,Cause,2.75E-05,K23133,LIWC
K23121,Cause,4.61E-05,K23121,LIWC
KTGF156,Cause,8.81E-05,KTGF156,LIWC
KTGF549,Cause,9.18E-05,KTGF549,LIWC
KTGF118,Cause,9.70E-05,KTGF118,LIWC
KTGF528,Cause,0.000195226,KTGF528,LIWC
K23557,Cause,0.000219303,K23557,LIWC
K23540,Cause,0.000226321,K23540,LIWC
KTGF556,Cause,0.000324433,KTGF556,LIWC
K23509,Cause,0.000374531,K23509,LIWC
KTGF148,Cause,0.000411957,KTGF148,LIWC
KTGF527,Cause,0.000421538,KTGF527,LIWC
K23153,Cause,0.000520379,K23153,LIWC
K23555,Cause,0.000588411,K23555,LIWC
K23128,Cause,0.000620079,K23128,LIWC
K23106,Cause,0.000652652,K23106,LIWC
KTGF544,Cause,0.000661594,KTGF544,LIWC
K23529,Cause,0.000701602,K23529,LIWC
K23548,Cause,0.00077531,K23548,LIWC
K23521,Cause,0.00086611,K23521,LIWC
KTGF124,Cause,0.001043421,KTGF124,LIWC
K23537,Cause,0.001119084,K23537,LIWC
K23510,Cause,0.001246126,K23510,LIWC
KTFG534,Cause,0.001522405,KTFG534,LIWC
K23565,Cause,0.001617091,K23565,LIWC
K23503,Cause,0.00170755,K23503,LIWC
KTGF120,Cause,0.001730313,KTGF120,LIWC
K23526,Cause,0.004189943,K23526,LIWC
K23106,Bored GPT,0,K23106,GPT
K23115,Bored GPT,0,K23115,GPT
K23134,Bored GPT,0,K23134,GPT
K23147,Bored GPT,0,K23147,GPT
K23532,Bored GPT,0,K23532,GPT
KTGF142,Bored GPT,0,KTGF142,GPT
K23502,Bored GPT,1.09E-16,K23502,GPT
K23129,Bored GPT,1.41E-07,K23129,GPT
KTGF565,Bored GPT,5.50E-07,KTGF565,GPT
KTGF572,Bored GPT,1.42E-06,KTGF572,GPT
K23533,Bored GPT,1.56E-06,K23533,GPT
K23563,Bored GPT,1.90E-06,K23563,GPT
K23104,Bored GPT,2.73E-06,K23104,GPT
KTGF158,Bored GPT,3.39E-06,KTGF158,GPT
K23130,Bored GPT,4.57E-06,K23130,GPT
KTGF156,Bored GPT,6.05E-06,KTGF156,GPT
KTGF126,Bored GPT,8.45E-06,KTGF126,GPT
K23148,Bored GPT,8.70E-06,K23148,GPT
K23555,Bored GPT,8.70E-06,K23555,GPT
KTGF124,Bored GPT,1.01E-05,KTGF124,GPT
K23150,Bored GPT,1.28E-05,K23150,GPT
K23521,Bored GPT,1.44E-05,K23521,GPT
K23507,Bored GPT,1.69E-05,K23507,GPT
KTGF118,Bored GPT,2.43E-05,KTGF118,GPT
KTGF146,Bored GPT,2.45E-05,KTGF146,GPT
K23565,Bored GPT,2.60E-05,K23565,GPT
KTGF138,Bored GPT,2.76E-05,KTGF138,GPT
KTGF557,Bored GPT,2.84E-05,KTGF557,GPT
KTGF570,Bored GPT,3.07E-05,KTGF570,GPT
KTGF125,Bored GPT,3.09E-05,KTGF125,GPT
K23145,Bored GPT,3.21E-05,K23145,GPT
KTGF545,Bored GPT,4.38E-05,KTGF545,GPT
K23142,Bored GPT,5.22E-05,K23142,GPT
K23107,Bored GPT,5.77E-05,K23107,GPT
K23126,Bored GPT,6.08E-05,K23126,GPT
KTGF154,Bored GPT,6.84E-05,KTGF154,GPT
K23120,Bored GPT,7.16E-05,K23120,GPT
K23121,Bored GPT,7.24E-05,K23121,GPT
KTGF540,Bored GPT,7.39E-05,KTGF540,GPT
K23529,Bored GPT,7.70E-05,K23529,GPT
KTFG534,Bored GPT,7.89E-05,KTFG534,GPT
KTGF130,Bored GPT,9.05E-05,KTGF130,GPT
KTGF549,Bored GPT,0.000111094,KTGF549,GPT
KTGF143,Bored GPT,0.000118351,KTGF143,GPT
K23536,Bored GPT,0.000120224,K23536,GPT
KTGF527,Bored GPT,0.000134436,KTGF527,GPT
K23133,Bored GPT,0.000143159,K23133,GPT
K23156,Bored GPT,0.000155566,K23156,GPT
K23541,Bored GPT,0.000155763,K23541,GPT
K23503,Bored GPT,0.000169233,K23503,GPT
KTGF550,Bored GPT,0.000169522,KTGF550,GPT
K23143,Bored GPT,0.000174131,K23143,GPT
KTGF148,Bored GPT,0.000181556,KTGF148,GPT
K23537,Bored GPT,0.000196458,K23537,GPT
KTGF136,Bored GPT,0.000198019,KTGF136,GPT
K23531,Bored GPT,0.00020859,K23531,GPT
K23139,Bored GPT,0.000218583,K23139,GPT
KTGF556,Bored GPT,0.000221655,KTGF556,GPT
KTGF153,Bored GPT,0.000235331,KTGF153,GPT
KTGF562,Bored GPT,0.000240031,KTGF562,GPT
KTGF120,Bored GPT,0.000280407,KTGF120,GPT
KTGF127,Bored GPT,0.000285982,KTGF127,GPT
K23109,Bored GPT,0.000312559,K23109,GPT
K23131,Bored GPT,0.000322017,K23131,GPT
K23136,Bored GPT,0.000396357,K23136,GPT
KTGF528,Bored GPT,0.000397706,KTGF528,GPT
KTGF561,Bored GPT,0.00040388,KTGF561,GPT
KTGF553,Bored GPT,0.000413046,KTGF553,GPT
K23117,Bored GPT,0.000460021,K23117,GPT
K23144,Bored GPT,0.000465146,K23144,GPT
K23508,Bored GPT,0.00048875,K23508,GPT
K23551,Bored GPT,0.000552453,K23551,GPT
K23125,Bored GPT,0.000583048,K23125,GPT
K23552,Bored GPT,0.000604832,K23552,GPT
K23509,Bored GPT,0.000632421,K23509,GPT
K23526,Bored GPT,0.000641375,K23526,GPT
K23114,Bored GPT,0.00068309,K23114,GPT
KTGF544,Bored GPT,0.000689049,KTGF544,GPT
K23101,Bored GPT,0.000689874,K23101,GPT
KTGF122,Bored GPT,0.000893451,KTGF122,GPT
K23556,Bored GPT,0.000992239,K23556,GPT
KTGF157,Bored GPT,0.000993578,KTGF157,GPT
K23559,Bored GPT,0.001050939,K23559,GPT
K23153,Bored GPT,0.001063176,K23153,GPT
KTGF129,Bored GPT,0.001090493,KTGF129,GPT
KTGF533,Bored GPT,0.00122411,KTGF533,GPT
K23128,Bored GPT,0.00148987,K23128,GPT
KTGF147,Bored GPT,0.001797849,KTGF147,GPT
K23510,Bored GPT,0.002085129,K23510,GPT
K23122,Bored GPT,0.002106399,K23122,GPT
K23557,Bored GPT,0.002217139,K23557,GPT
K23517,Bored GPT,0.002694345,K23517,GPT
K23548,Bored GPT,0.003077652,K23548,GPT
K23540,Bored GPT,0.007637597,K23540,GPT
K23130,BigWords,0,K23130,LIWC
K23136,BigWords,0,K23136,LIWC
K23521,BigWords,0,K23521,LIWC
K23531,BigWords,0,K23531,LIWC
K23541,BigWords,0,K23541,LIWC
K23555,BigWords,0,K23555,LIWC
K23557,BigWords,0,K23557,LIWC
K23563,BigWords,0,K23563,LIWC
KTGF124,BigWords,0,KTGF124,LIWC
KTGF127,BigWords,0,KTGF127,LIWC
KTGF158,BigWords,0,KTGF158,LIWC
K23536,BigWords,3.61E-07,K23536,LIWC
K23143,BigWords,3.06E-05,K23143,LIWC
KTGF549,BigWords,3.73E-05,KTGF549,LIWC
KTGF118,BigWords,5.49E-05,KTGF118,LIWC
K23508,BigWords,5.54E-05,K23508,LIWC
KTGF527,BigWords,6.50E-05,KTGF527,LIWC
K23147,BigWords,7.27E-05,K23147,LIWC
KTGF120,BigWords,7.59E-05,KTGF120,LIWC
K23122,BigWords,0.000136235,K23122,LIWC
K23552,BigWords,0.000140788,K23552,LIWC
K23532,BigWords,0.000157995,K23532,LIWC
K23134,BigWords,0.000161829,K23134,LIWC
K23145,BigWords,0.000209093,K23145,LIWC
KTGF544,BigWords,0.000235,KTGF544,LIWC
KTGF126,BigWords,0.000256401,KTGF126,LIWC
K23104,BigWords,0.000303446,K23104,LIWC
K23106,BigWords,0.000316446,K23106,LIWC
KTGF561,BigWords,0.000328822,KTGF561,LIWC
KTGF157,BigWords,0.000552412,KTGF157,LIWC
K23144,BigWords,0.000599663,K23144,LIWC
KTGF147,BigWords,0.000634415,KTGF147,LIWC
KTGF143,BigWords,0.000636206,KTGF143,LIWC
KTGF540,BigWords,0.000690508,KTGF540,LIWC
K23529,BigWords,0.000704111,K23529,LIWC
K23120,BigWords,0.000733695,K23120,LIWC
K23565,BigWords,0.000763518,K23565,LIWC
K23503,BigWords,0.000780276,K23503,LIWC
K23510,BigWords,0.000787515,K23510,LIWC
K23148,BigWords,0.000910873,K23148,LIWC
KTGF129,BigWords,0.000936719,KTGF129,LIWC
KTGF553,BigWords,0.001049585,KTGF553,LIWC
K23133,BigWords,0.001093441,K23133,LIWC
KTGF156,BigWords,0.001138023,KTGF156,LIWC
KTFG534,BigWords,0.001169829,KTFG534,LIWC
KTGF572,BigWords,0.001182829,KTGF572,LIWC
KTGF545,BigWords,0.001340504,KTGF545,LIWC
K23107,BigWords,0.001387955,K23107,LIWC
KTGF142,BigWords,0.001463753,KTGF142,LIWC
KTGF533,BigWords,0.001472269,KTGF533,LIWC
K23537,BigWords,0.001472822,K23537,LIWC
KTGF136,BigWords,0.001593712,KTGF136,LIWC
KTGF556,BigWords,0.001646923,KTGF556,LIWC
K23556,BigWords,0.001678526,K23556,LIWC
K23129,BigWords,0.001960212,K23129,LIWC
KTGF565,BigWords,0.002256971,KTGF565,LIWC
K23526,BigWords,0.002555009,K23526,LIWC
K23156,BigWords,0.002564568,K23156,LIWC
K23540,BigWords,0.002577213,K23540,LIWC
K23109,BigWords,0.002673091,K23109,LIWC
KTGF153,BigWords,0.002767822,KTGF153,LIWC
K23150,BigWords,0.002789407,K23150,LIWC
K23153,BigWords,0.002873346,K23153,LIWC
KTGF138,BigWords,0.002911889,KTGF138,LIWC
KTGF122,BigWords,0.002958005,KTGF122,LIWC
K23121,BigWords,0.003115031,K23121,LIWC
KTGF148,BigWords,0.003206987,KTGF148,LIWC
KTGF125,BigWords,0.003222403,KTGF125,LIWC
K23139,BigWords,0.003420572,K23139,LIWC
KTGF154,BigWords,0.003782995,KTGF154,LIWC
K23125,BigWords,0.004242242,K23125,LIWC
K23548,BigWords,0.004532444,K23548,LIWC
K23142,BigWords,0.00457198,K23142,LIWC
K23115,BigWords,0.004843348,K23115,LIWC
K23131,BigWords,0.005386205,K23131,LIWC
KTGF146,BigWords,0.005680521,KTGF146,LIWC
KTGF528,BigWords,0.006201802,KTGF528,LIWC
K23101,BigWords,0.006390125,K23101,LIWC
K23507,BigWords,0.006721261,K23507,LIWC
K23117,BigWords,0.007110608,K23117,LIWC
K23502,BigWords,0.007188,K23502,LIWC
KTGF562,BigWords,0.008304597,KTGF562,LIWC
K23509,BigWords,0.00836052,K23509,LIWC
K23533,BigWords,0.01042391,K23533,LIWC
KTGF550,BigWords,0.010542991,KTGF550,LIWC
K23559,BigWords,0.01170158,K23559,LIWC
K23517,BigWords,0.011890332,K23517,LIWC
K23128,BigWords,0.012660971,K23128,LIWC
KTGF557,BigWords,0.01599841,KTGF557,LIWC
KTGF130,BigWords,0.01665897,KTGF130,LIWC
K23551,BigWords,0.02175306,K23551,LIWC
K23126,BigWords,0.023758685,K23126,LIWC
KTGF570,BigWords,0.024499797,KTGF570,LIWC
K23114,BigWords,0.056542286,K23114,LIWC
K23106,Auxiliary verbsï,0,K23106,LIWC
K23121,Auxiliary verbsï,0,K23121,LIWC
K23128,Auxiliary verbsï,0,K23128,LIWC
K23130,Auxiliary verbsï,0,K23130,LIWC
K23136,Auxiliary verbsï,0,K23136,LIWC
K23529,Auxiliary verbsï,0,K23529,LIWC
K23531,Auxiliary verbsï,0,K23531,LIWC
K23532,Auxiliary verbsï,0,K23532,LIWC
K23536,Auxiliary verbsï,0,K23536,LIWC
K23540,Auxiliary verbsï,0,K23540,LIWC
K23552,Auxiliary verbsï,0,K23552,LIWC
K23556,Auxiliary verbsï,0,K23556,LIWC
KTGF120,Auxiliary verbsï,0,KTGF120,LIWC
KTGF142,Auxiliary verbsï,0,KTGF142,LIWC
KTGF528,Auxiliary verbsï,0,KTGF528,LIWC
KTGF556,Auxiliary verbsï,0,KTGF556,LIWC
KTGF565,Auxiliary verbsï,0,KTGF565,LIWC
K23548,Auxiliary verbsï,9.29E-09,K23548,LIWC
K23563,Auxiliary verbsï,1.41E-06,K23563,LIWC
K23148,Auxiliary verbsï,3.24E-06,K23148,LIWC
K23117,Auxiliary verbsï,8.15E-06,K23117,LIWC
KTGF540,Auxiliary verbsï,1.30E-05,KTGF540,LIWC
K23541,Auxiliary verbsï,2.34E-05,K23541,LIWC
K23565,Auxiliary verbsï,4.33E-05,K23565,LIWC
K23133,Auxiliary verbsï,5.42E-05,K23133,LIWC
KTGF126,Auxiliary verbsï,0.000103459,KTGF126,LIWC
K23115,Auxiliary verbsï,0.000112989,K23115,LIWC
K23521,Auxiliary verbsï,0.000151894,K23521,LIWC
KTGF527,Auxiliary verbsï,0.000196565,KTGF527,LIWC
KTGF550,Auxiliary verbsï,0.000266462,KTGF550,LIWC
K23503,Auxiliary verbsï,0.000266946,K23503,LIWC
K23139,Auxiliary verbsï,0.000267563,K23139,LIWC
KTGF143,Auxiliary verbsï,0.00027665,KTGF143,LIWC
K23143,Auxiliary verbsï,0.000314269,K23143,LIWC
K23557,Auxiliary verbsï,0.000383747,K23557,LIWC
K23510,Auxiliary verbsï,0.000397092,K23510,LIWC
KTGF118,Auxiliary verbsï,0.000398647,KTGF118,LIWC
KTGF148,Auxiliary verbsï,0.000438358,KTGF148,LIWC
K23508,Auxiliary verbsï,0.000511277,K23508,LIWC
K23107,Auxiliary verbsï,0.000518406,K23107,LIWC
KTGF156,Auxiliary verbsï,0.000528089,KTGF156,LIWC
KTGF124,Auxiliary verbsï,0.000555122,KTGF124,LIWC
K23144,Auxiliary verbsï,0.000560954,K23144,LIWC
KTGF533,Auxiliary verbsï,0.000616293,KTGF533,LIWC
KTGF129,Auxiliary verbsï,0.00062318,KTGF129,LIWC
K23147,Auxiliary verbsï,0.000677016,K23147,LIWC
K23125,Auxiliary verbsï,0.000762081,K23125,LIWC
K23126,Auxiliary verbsï,0.000817184,K23126,LIWC
KTGF562,Auxiliary verbsï,0.000841459,KTGF562,LIWC
K23153,Auxiliary verbsï,0.00091849,K23153,LIWC
KTGF549,Auxiliary verbsï,0.000933393,KTGF549,LIWC
KTGF570,Auxiliary verbsï,0.000948031,KTGF570,LIWC
K23150,Auxiliary verbsï,0.000952541,K23150,LIWC
K23537,Auxiliary verbsï,0.000977181,K23537,LIWC
KTGF125,Auxiliary verbsï,0.001085935,KTGF125,LIWC
KTGF158,Auxiliary verbsï,0.001287687,KTGF158,LIWC
KTGF157,Auxiliary verbsï,0.001463686,KTGF157,LIWC
K23509,Auxiliary verbsï,0.001513487,K23509,LIWC
K23129,Auxiliary verbsï,0.001519703,K23129,LIWC
KTGF553,Auxiliary verbsï,0.001766943,KTGF553,LIWC
KTGF138,Auxiliary verbsï,0.001967832,KTGF138,LIWC
KTGF127,Auxiliary verbsï,0.00199662,KTGF127,LIWC
K23120,Auxiliary verbsï,0.00223866,K23120,LIWC
KTGF544,Auxiliary verbsï,0.002972252,KTGF544,LIWC
K23131,Auxiliary verbsï,0.003421044,K23131,LIWC
K23533,Auxiliary verbsï,0.003462366,K23533,LIWC
K23109,Auxiliary verbsï,0.003955672,K23109,LIWC
KTGF122,Auxiliary verbsï,0.003963749,KTGF122,LIWC
KTGF154,Auxiliary verbsï,0.004008977,KTGF154,LIWC
KTGF153,Auxiliary verbsï,0.004102583,KTGF153,LIWC
K23156,Auxiliary verbsï,0.004132901,K23156,LIWC
KTFG534,Auxiliary verbsï,0.004155114,KTFG534,LIWC
K23101,Auxiliary verbsï,0.004286084,K23101,LIWC
KTGF572,Auxiliary verbsï,0.004388342,KTGF572,LIWC
KTGF561,Auxiliary verbsï,0.004433016,KTGF561,LIWC
K23526,Auxiliary verbsï,0.004503445,K23526,LIWC
KTGF130,Auxiliary verbsï,0.005643308,KTGF130,LIWC
K23114,Auxiliary verbsï,0.005728348,K23114,LIWC
K23555,Auxiliary verbsï,0.006133129,K23555,LIWC
K23145,Auxiliary verbsï,0.006321678,K23145,LIWC
K23502,Auxiliary verbsï,0.007308685,K23502,LIWC
K23134,Auxiliary verbsï,0.007712709,K23134,LIWC
KTGF147,Auxiliary verbsï,0.007868487,KTGF147,LIWC
KTGF545,Auxiliary verbsï,0.009368573,KTGF545,LIWC
K23507,Auxiliary verbsï,0.00946168,K23507,LIWC
KTGF136,Auxiliary verbsï,0.011280069,KTGF136,LIWC
K23559,Auxiliary verbsï,0.014626049,K23559,LIWC
KTGF146,Auxiliary verbsï,0.015353847,KTGF146,LIWC
KTGF557,Auxiliary verbsï,0.019073183,KTGF557,LIWC
K23517,Auxiliary verbsï,0.102013245,K23517,LIWC
K23125,Authentic,0,K23125,LIWC
K23147,Authentic,0,K23147,LIWC
K23153,Authentic,0,K23153,LIWC
K23531,Authentic,0,K23531,LIWC
K23552,Authentic,0,K23552,LIWC
K23556,Authentic,0,K23556,LIWC
KTGF540,Authentic,0,KTGF540,LIWC
KTGF556,Authentic,0,KTGF556,LIWC
KTGF565,Authentic,0,KTGF565,LIWC
KTGF118,Authentic,1.01E-06,KTGF118,LIWC
KTGF148,Authentic,1.45E-05,KTGF148,LIWC
KTGF120,Authentic,7.91E-05,KTGF120,LIWC
K23129,Authentic,0.000114192,K23129,LIWC
KTGF533,Authentic,0.000118034,KTGF533,LIWC
K23107,Authentic,0.000185686,K23107,LIWC
K23145,Authentic,0.000266773,K23145,LIWC
K23121,Authentic,0.000279788,K23121,LIWC
KTGF142,Authentic,0.000302335,KTGF142,LIWC
KTGF129,Authentic,0.000340603,KTGF129,LIWC
KTGF143,Authentic,0.000472127,KTGF143,LIWC
K23122,Authentic,0.000527218,K23122,LIWC
K23559,Authentic,0.000605621,K23559,LIWC
K23526,Authentic,0.000650098,K23526,LIWC
