,Variable,Importance,Participant,Time
K23126,Time,0.209927821,K23126,Time
K23126,time,0.003714582,K23126,LIWC
K23128,Time,0.002328595,K23128,Time
K23128,time,0,K23128,LIWC
K23129,Time,0.122015423,K23129,Time
K23129,time,0.007950553,K23129,LIWC
K23130,Time,0,K23130,Time
K23130,time,0,K23130,LIWC
K23131,Time,0.019436724,K23131,Time
K23131,time,0.000904596,K23131,LIWC
K23133,Time,0.028063121,K23133,Time
K23133,time,0.00012253,K23133,LIWC
K23134,Time,0.002757847,K23134,Time
K23134,time,0,K23134,LIWC
K23136,Time,0.012365341,K23136,Time
K23136,time,0.001601832,K23136,LIWC
K23142,Time,0.002028975,K23142,Time
K23143,Time,0.003542665,K23143,Time
K23143,time,0.000508962,K23143,LIWC
K23144,Time,0.018650206,K23144,Time
K23144,time,0.002562674,K23144,LIWC
K23145,Time,0.005239468,K23145,Time
K23145,time,2.11E-05,K23145,LIWC
K23147,Time,0,K23147,Time
K23147,time,0.003532821,K23147,LIWC
K23148,Time,0.00306087,K23148,Time
K23148,time,0.001733866,K23148,LIWC
K23150,Time,0.012245215,K23150,Time
K23150,time,0.001291213,K23150,LIWC
K23153,Time,0.018248354,K23153,Time
K23153,time,0.000767602,K23153,LIWC
K23156,Time,0.055664287,K23156,Time
K23502,Time,0.12365299,K23502,Time
K23502,time,0.007038058,K23502,LIWC
K23503,Time,0.008823486,K23503,Time
K23503,time,0.004660214,K23503,LIWC
K23507,Time,0.006841575,K23507,Time
K23507,time,0.013406954,K23507,LIWC
K23508,Time,0.062772652,K23508,Time
K23508,time,0.002349041,K23508,LIWC
K23509,Time,0.010266334,K23509,Time
K23509,time,0.001347936,K23509,LIWC
K23510,Time,0.024043945,K23510,Time
K23510,time,0.041256823,K23510,LIWC
K23517,Time,0.043577067,K23517,Time
K23517,time,0.005163294,K23517,LIWC
K23521,Time,0.023367445,K23521,Time
K23521,time,0.042625479,K23521,LIWC
K23526,Time,0.141781597,K23526,Time
K23526,time,0.000524575,K23526,LIWC
K23529,Time,0.009585836,K23529,Time
K23529,time,0.004680783,K23529,LIWC
K23531,Time,0.011621998,K23531,Time
K23531,time,0,K23531,LIWC
K23532,Time,0,K23532,Time
K23532,time,0,K23532,LIWC
K23533,Time,0.005214484,K23533,Time
K23533,time,0.009845871,K23533,LIWC
K23536,Time,0.015271341,K23536,Time
K23536,time,0.000159504,K23536,LIWC
K23537,Time,0.001717366,K23537,Time
K23537,time,0.002061519,K23537,LIWC
K23540,Time,0.000304655,K23540,Time
K23540,time,0.000393677,K23540,LIWC
K23541,Time,0.003591254,K23541,Time
K23541,time,0,K23541,LIWC
K23548,Time,0.003132393,K23548,Time
K23548,time,0.006882956,K23548,LIWC
K23551,Time,0.011117164,K23551,Time
K23552,Time,0.002646947,K23552,Time
K23552,time,0.002575523,K23552,LIWC
K23555,Time,0.046109569,K23555,Time
K23555,time,0.012552101,K23555,LIWC
K23556,Time,0.001308646,K23556,Time
K23556,time,0.003531572,K23556,LIWC
K23557,Time,0.164439896,K23557,Time
K23557,time,0.000621885,K23557,LIWC
K23559,Time,0.2047207,K23559,Time
K23559,time,0.006012689,K23559,LIWC
K23563,Time,0.001874232,K23563,Time
K23563,time,0,K23563,LIWC
K23565,Time,0.018317334,K23565,Time
K23565,time,0.000299183,K23565,LIWC
KTFG534,Time,0.023925349,KTFG534,Time
KTFG534,time,0.008413105,KTFG534,LIWC
KTGF118,Time,0,KTGF118,Time
KTGF118,time,4.31E-05,KTGF118,LIWC
KTGF120,Time,0.000157147,KTGF120,Time
KTGF120,time,0,KTGF120,LIWC
KTGF122,Time,0.008078704,KTGF122,Time
KTGF122,time,0.001530834,KTGF122,LIWC
KTGF124,Time,0.009215156,KTGF124,Time
KTGF124,time,0.00288329,KTGF124,LIWC
KTGF125,Time,0.041238403,KTGF125,Time
KTGF125,time,0.000181218,KTGF125,LIWC
KTGF126,Time,0.015553492,KTGF126,Time
KTGF129,Time,0.045650256,KTGF129,Time
KTGF129,time,0.005902692,KTGF129,LIWC
KTGF130,Time,0.001569415,KTGF130,Time
KTGF130,time,0.010044253,KTGF130,LIWC
KTGF136,Time,1.44E-05,KTGF136,Time
KTGF142,Time,0.000344397,KTGF142,Time
KTGF142,time,0.003998056,KTGF142,LIWC
KTGF143,Time,0.000921582,KTGF143,Time
KTGF143,time,7.83E-06,KTGF143,LIWC
KTGF146,Time,0.036576711,KTGF146,Time
KTGF146,time,0.007374243,KTGF146,LIWC
KTGF147,Time,0.00093241,KTGF147,Time
KTGF147,time,0.015975604,KTGF147,LIWC
KTGF148,Time,0.003362487,KTGF148,Time
KTGF148,time,9.32E-05,KTGF148,LIWC
KTGF153,Time,0.204484272,KTGF153,Time
KTGF153,time,0.000664315,KTGF153,LIWC
KTGF154,Time,0.006204156,KTGF154,Time
KTGF154,time,0.000339423,KTGF154,LIWC
KTGF156,Time,0.137236502,KTGF156,Time
KTGF156,time,0.01645505,KTGF156,LIWC
KTGF157,Time,0.26264671,KTGF157,Time
KTGF157,time,0.01018223,KTGF157,LIWC
KTGF158,Time,0,KTGF158,Time
KTGF158,time,0.001101926,KTGF158,LIWC
KTGF527,Time,0.117358072,KTGF527,Time
KTGF527,time,0.005299587,KTGF527,LIWC
KTGF528,Time,0.038201433,KTGF528,Time
KTGF528,time,1.51E-05,KTGF528,LIWC
KTGF533,Time,0.223362129,KTGF533,Time
KTGF533,time,0.006687613,KTGF533,LIWC
KTGF540,Time,0.03450651,KTGF540,Time
KTGF540,time,0.000895081,KTGF540,LIWC
KTGF544,Time,0.004166063,KTGF544,Time
KTGF544,time,0.000461119,KTGF544,LIWC
KTGF545,Time,0.019773426,KTGF545,Time
KTGF545,time,0.024863894,KTGF545,LIWC
KTGF549,Time,0,KTGF549,Time
KTGF549,time,2.09E-05,KTGF549,LIWC
KTGF550,Time,0.021628278,KTGF550,Time
KTGF550,time,0.023365745,KTGF550,LIWC
KTGF553,Time,0.019184191,KTGF553,Time
KTGF553,time,0.016750972,KTGF553,LIWC
KTGF556,Time,0.0127898,KTGF556,Time
KTGF556,time,2.17E-05,KTGF556,LIWC
KTGF557,Time,0.01382814,KTGF557,Time
KTGF557,time,0.001684713,KTGF557,LIWC
KTGF561,Time,0.001106697,KTGF561,Time
KTGF561,time,0.002916728,KTGF561,LIWC
KTGF562,Time,0.021001148,KTGF562,Time
KTGF562,time,0.000102587,KTGF562,LIWC
KTGF565,Time,0.007765053,KTGF565,Time
KTGF565,time,0.000508155,KTGF565,LIWC
KTGF570,Time,0.074136551,KTGF570,Time
KTGF570,time,0.002545558,KTGF570,LIWC
KTGF572,Time,0.001719465,KTGF572,Time
KTGF572,time,0.000746404,KTGF572,LIWC
K23101,Negative tone,0.000635186,K23101,LIWC
K23106,Negative tone,0.001204989,K23106,LIWC
K23107,Negative tone,0.001024656,K23107,LIWC
K23109,Negative tone,0.003999806,K23109,LIWC
K23115,Negative tone,0.001205475,K23115,LIWC
K23117,Negative tone,0.000320633,K23117,LIWC
K23121,Negative tone,0.003291447,K23121,LIWC
K23125,Negative tone,0.002500555,K23125,LIWC
K23128,Negative tone,7.53E-05,K23128,LIWC
K23129,Negative tone,0.004446946,K23129,LIWC
K23131,Negative tone,0.000436421,K23131,LIWC
K23133,Negative tone,0.000397953,K23133,LIWC
K23134,Negative tone,0,K23134,LIWC
K23136,Negative tone,0.000199149,K23136,LIWC
K23143,Negative tone,0.007119852,K23143,LIWC
K23145,Negative tone,0,K23145,LIWC
K23147,Negative tone,0,K23147,LIWC
K23148,Negative tone,0.000164547,K23148,LIWC
K23150,Negative tone,8.58E-09,K23150,LIWC
K23153,Negative tone,0.004164195,K23153,LIWC
K23502,Negative tone,0.00397748,K23502,LIWC
K23503,Negative tone,0,K23503,LIWC
K23508,Negative tone,0.010623767,K23508,LIWC
K23509,Negative tone,0.007817211,K23509,LIWC
K23510,Negative tone,0.001567563,K23510,LIWC
K23517,Negative tone,0.099307017,K23517,LIWC
K23521,Negative tone,0.009611623,K23521,LIWC
K23526,Negative tone,0.002752637,K23526,LIWC
K23529,Negative tone,2.44E-06,K23529,LIWC
K23531,Negative tone,0,K23531,LIWC
K23532,Negative tone,0,K23532,LIWC
K23536,Negative tone,0,K23536,LIWC
K23537,Negative tone,0.00139014,K23537,LIWC
K23540,Negative tone,0.001055708,K23540,LIWC
K23541,Negative tone,0,K23541,LIWC
K23548,Negative tone,0.001320841,K23548,LIWC
K23551,Negative tone,0.000281435,K23551,LIWC
K23552,Negative tone,0.011737042,K23552,LIWC
K23556,Negative tone,0.002020163,K23556,LIWC
K23557,Negative tone,0.010009227,K23557,LIWC
K23559,Negative tone,0.006561986,K23559,LIWC
K23563,Negative tone,3.76E-05,K23563,LIWC
K23565,Negative tone,0.000234665,K23565,LIWC
KTFG534,Negative tone,0.000958684,KTFG534,LIWC
KTGF118,Negative tone,0.000254224,KTGF118,LIWC
KTGF120,Negative tone,0,KTGF120,LIWC
KTGF122,Negative tone,0.003831652,KTGF122,LIWC
KTGF125,Negative tone,7.45E-07,KTGF125,LIWC
KTGF130,Negative tone,0.011218248,KTGF130,LIWC
KTGF136,Negative tone,6.08E-05,KTGF136,LIWC
KTGF142,Negative tone,0.000471521,KTGF142,LIWC
KTGF143,Negative tone,0.000166489,KTGF143,LIWC
KTGF147,Negative tone,0.007978135,KTGF147,LIWC
KTGF148,Negative tone,0.003574584,KTGF148,LIWC
KTGF156,Negative tone,0.004738458,KTGF156,LIWC
KTGF157,Negative tone,0.000911244,KTGF157,LIWC
KTGF158,Negative tone,1.76E-05,KTGF158,LIWC
KTGF527,Negative tone,0,KTGF527,LIWC
KTGF528,Negative tone,0.001447603,KTGF528,LIWC
KTGF533,Negative tone,8.89E-05,KTGF533,LIWC
KTGF540,Negative tone,0.00062884,KTGF540,LIWC
KTGF544,Negative tone,0.001159378,KTGF544,LIWC
KTGF545,Negative tone,0.000571482,KTGF545,LIWC
KTGF549,Negative tone,0.001693627,KTGF549,LIWC
KTGF550,Negative tone,0.003271599,KTGF550,LIWC
KTGF553,Negative tone,0.058917051,KTGF553,LIWC
KTGF556,Negative tone,5.28E-05,KTGF556,LIWC
KTGF557,Negative tone,0.022093978,KTGF557,LIWC
KTGF565,Negative tone,0,KTGF565,LIWC
KTGF572,Negative tone,0.001258069,KTGF572,LIWC
K23101,Positive tone,0.001171491,K23101,LIWC
K23106,Positive tone,5.10E-06,K23106,LIWC
K23107,Positive tone,0.004862141,K23107,LIWC
K23114,Positive tone,0.003750408,K23114,LIWC
K23115,Positive tone,0.004232977,K23115,LIWC
K23121,Positive tone,1.35E-05,K23121,LIWC
K23122,Positive tone,0.000176798,K23122,LIWC
K23125,Positive tone,0.000499854,K23125,LIWC
K23126,Positive tone,0.006188124,K23126,LIWC
K23128,Positive tone,0.003693356,K23128,LIWC
K23129,Positive tone,0,K23129,LIWC
K23130,Positive tone,0,K23130,LIWC
K23133,Positive tone,0.001622941,K23133,LIWC
K23134,Positive tone,1.27E-05,K23134,LIWC
K23136,Positive tone,0.01972901,K23136,LIWC
K23143,Positive tone,0.005148859,K23143,LIWC
K23144,Positive tone,0.000700139,K23144,LIWC
K23145,Positive tone,0.002927505,K23145,LIWC
K23147,Positive tone,0,K23147,LIWC
K23148,Positive tone,0.001055941,K23148,LIWC
K23150,Positive tone,0.0057141,K23150,LIWC
K23153,Positive tone,0.005610752,K23153,LIWC
K23156,Positive tone,0,K23156,LIWC
K23502,Positive tone,0.005974171,K23502,LIWC
K23503,Positive tone,0.003272309,K23503,LIWC
K23507,Positive tone,0.014030023,K23507,LIWC
K23508,Positive tone,0.000653165,K23508,LIWC
K23510,Positive tone,0.006643718,K23510,LIWC
K23517,Positive tone,0.00331765,K23517,LIWC
K23521,Positive tone,0.000288602,K23521,LIWC
K23526,Positive tone,0.013662857,K23526,LIWC
K23529,Positive tone,0.000402124,K23529,LIWC
K23531,Positive tone,0,K23531,LIWC
K23532,Positive tone,6.58E-05,K23532,LIWC
K23536,Positive tone,0.000348105,K23536,LIWC
K23537,Positive tone,0.002271254,K23537,LIWC
K23540,Positive tone,0.003970095,K23540,LIWC
K23541,Positive tone,0.000163434,K23541,LIWC
K23548,Positive tone,0.002783253,K23548,LIWC
K23551,Positive tone,0.001592876,K23551,LIWC
K23552,Positive tone,0.034050318,K23552,LIWC
K23555,Positive tone,0.01299153,K23555,LIWC
K23556,Positive tone,0.005463438,K23556,LIWC
K23557,Positive tone,0.000100697,K23557,LIWC
K23563,Positive tone,8.98E-05,K23563,LIWC
K23565,Positive tone,0,K23565,LIWC
KTFG534,Positive tone,0.00412904,KTFG534,LIWC
KTGF118,Positive tone,0.000170039,KTGF118,LIWC
KTGF120,Positive tone,6.46E-05,KTGF120,LIWC
KTGF122,Positive tone,0.001073667,KTGF122,LIWC
KTGF124,Positive tone,6.28E-05,KTGF124,LIWC
KTGF125,Positive tone,0.001318942,KTGF125,LIWC
KTGF130,Positive tone,0.001441801,KTGF130,LIWC
KTGF136,Positive tone,1.82E-05,KTGF136,LIWC
KTGF142,Positive tone,0.015478608,KTGF142,LIWC
KTGF143,Positive tone,0.000539685,KTGF143,LIWC
KTGF146,Positive tone,0.003029743,KTGF146,LIWC
KTGF147,Positive tone,0.001028525,KTGF147,LIWC
KTGF148,Positive tone,1.39E-05,KTGF148,LIWC
KTGF153,Positive tone,0.001559154,KTGF153,LIWC
KTGF156,Positive tone,0.000943539,KTGF156,LIWC
KTGF157,Positive tone,0.015300237,KTGF157,LIWC
KTGF158,Positive tone,0.000193944,KTGF158,LIWC
KTGF527,Positive tone,0.000948874,KTGF527,LIWC
KTGF528,Positive tone,0.006187638,KTGF528,LIWC
KTGF533,Positive tone,0.003073779,KTGF533,LIWC
KTGF540,Positive tone,0.00060655,KTGF540,LIWC
KTGF544,Positive tone,0.000173297,KTGF544,LIWC
KTGF545,Positive tone,0.001107401,KTGF545,LIWC
KTGF549,Positive tone,0,KTGF549,LIWC
KTGF550,Positive tone,7.80E-05,KTGF550,LIWC
KTGF553,Positive tone,0.005647535,KTGF553,LIWC
KTGF556,Positive tone,3.60E-05,KTGF556,LIWC
KTGF557,Positive tone,0.000631006,KTGF557,LIWC
KTGF561,Positive tone,0.016301799,KTGF561,LIWC
KTGF565,Positive tone,0.006145534,KTGF565,LIWC
KTGF570,Positive tone,0,KTGF570,LIWC
K23101,Topic_t1,1.64E-06,K23101,LDA
K23104,Topic_t1,6.18E-07,K23104,LDA
K23106,Topic_t1,2.66E-05,K23106,LDA
K23107,Topic_t1,2.18E-06,K23107,LDA
K23109,Topic_t1,8.56E-07,K23109,LDA
K23114,Topic_t1,3.13E-08,K23114,LDA
K23115,Topic_t1,1.74E-05,K23115,LDA
K23117,Topic_t1,0.000348024,K23117,LDA
K23120,Topic_t1,5.44E-06,K23120,LDA
K23121,Topic_t1,8.46E-06,K23121,LDA
K23122,Topic_t1,1.40E-06,K23122,LDA
K23125,Topic_t1,4.52E-05,K23125,LDA
K23126,Topic_t1,7.37E-05,K23126,LDA
K23128,Topic_t1,0,K23128,LDA
K23129,Topic_t1,1.16E-05,K23129,LDA
K23130,Topic_t1,1.07E-06,K23130,LDA
K23131,Topic_t1,4.59E-06,K23131,LDA
K23133,Topic_t1,2.41E-05,K23133,LDA
K23134,Topic_t1,1.63E-05,K23134,LDA
K23136,Topic_t1,6.32E-08,K23136,LDA
K23142,Topic_t1,2.41E-07,K23142,LDA
K23143,Topic_t1,3.03E-06,K23143,LDA
K23144,Topic_t1,5.16E-06,K23144,LDA
K23145,Topic_t1,1.69E-06,K23145,LDA
K23147,Topic_t1,0,K23147,LDA
K23148,Topic_t1,3.23E-06,K23148,LDA
K23150,Topic_t1,9.07E-06,K23150,LDA
K23153,Topic_t1,2.22E-05,K23153,LDA
K23156,Topic_t1,3.90E-05,K23156,LDA
K23502,Topic_t1,2.29E-06,K23502,LDA
K23503,Topic_t1,3.43E-07,K23503,LDA
K23507,Topic_t1,6.04E-07,K23507,LDA
K23508,Topic_t1,1.52E-05,K23508,LDA
K23509,Topic_t1,6.57E-06,K23509,LDA
K23510,Topic_t1,1.28E-07,K23510,LDA
K23517,Topic_t1,2.44E-06,K23517,LDA
K23521,Topic_t1,1.03E-05,K23521,LDA
K23526,Topic_t1,7.68E-07,K23526,LDA
K23529,Topic_t1,1.21E-05,K23529,LDA
K23531,Topic_t1,2.49E-05,K23531,LDA
K23532,Topic_t1,0.000164876,K23532,LDA
K23533,Topic_t1,2.49E-05,K23533,LDA
K23536,Topic_t1,3.74E-06,K23536,LDA
K23537,Topic_t1,9.61E-06,K23537,LDA
K23540,Topic_t1,8.20E-06,K23540,LDA
K23541,Topic_t1,1.46E-05,K23541,LDA
K23548,Topic_t1,1.35E-05,K23548,LDA
K23551,Topic_t1,1.63E-05,K23551,LDA
K23552,Topic_t1,7.71E-06,K23552,LDA
K23555,Topic_t1,1.74E-06,K23555,LDA
K23556,Topic_t1,0,K23556,LDA
K23557,Topic_t1,3.02E-07,K23557,LDA
K23559,Topic_t1,2.51E-05,K23559,LDA
K23563,Topic_t1,2.56E-06,K23563,LDA
K23565,Topic_t1,6.45E-06,K23565,LDA
KTFG534,Topic_t1,2.39E-05,KTFG534,LDA
KTGF118,Topic_t1,7.42E-05,KTGF118,LDA
KTGF120,Topic_t1,2.19E-05,KTGF120,LDA
KTGF122,Topic_t1,8.35E-05,KTGF122,LDA
KTGF124,Topic_t1,0.000113568,KTGF124,LDA
KTGF125,Topic_t1,1.90E-05,KTGF125,LDA
KTGF126,Topic_t1,0,KTGF126,LDA
KTGF129,Topic_t1,2.62E-06,KTGF129,LDA
KTGF130,Topic_t1,1.63E-05,KTGF130,LDA
KTGF136,Topic_t1,2.46E-08,KTGF136,LDA
KTGF142,Topic_t1,0,KTGF142,LDA
KTGF143,Topic_t1,1.05E-05,KTGF143,LDA
KTGF146,Topic_t1,5.69E-05,KTGF146,LDA
KTGF147,Topic_t1,8.75E-06,KTGF147,LDA
KTGF148,Topic_t1,5.66E-05,KTGF148,LDA
KTGF153,Topic_t1,6.90E-06,KTGF153,LDA
KTGF154,Topic_t1,1.83E-05,KTGF154,LDA
KTGF156,Topic_t1,3.64E-07,KTGF156,LDA
KTGF157,Topic_t1,3.13E-05,KTGF157,LDA
KTGF158,Topic_t1,1.73E-05,KTGF158,LDA
KTGF527,Topic_t1,6.95E-08,KTGF527,LDA
KTGF528,Topic_t1,0,KTGF528,LDA
KTGF533,Topic_t1,4.05E-08,KTGF533,LDA
KTGF540,Topic_t1,0,KTGF540,LDA
KTGF544,Topic_t1,2.81E-05,KTGF544,LDA
KTGF545,Topic_t1,1.17E-05,KTGF545,LDA
KTGF549,Topic_t1,0,KTGF549,LDA
KTGF550,Topic_t1,2.11E-06,KTGF550,LDA
KTGF553,Topic_t1,2.53E-06,KTGF553,LDA
KTGF556,Topic_t1,7.03E-05,KTGF556,LDA
KTGF557,Topic_t1,1.03E-05,KTGF557,LDA
KTGF561,Topic_t1,1.27E-05,KTGF561,LDA
KTGF562,Topic_t1,2.31E-06,KTGF562,LDA
KTGF565,Topic_t1,1.36E-05,KTGF565,LDA
KTGF570,Topic_t1,4.45E-05,KTGF570,LDA
KTGF572,Topic_t1,2.03E-07,KTGF572,LDA
K23101,Topic_t2,1.70E-05,K23101,LDA
K23104,Topic_t2,0,K23104,LDA
K23106,Topic_t2,2.96E-05,K23106,LDA
K23107,Topic_t2,1.11E-06,K23107,LDA
K23109,Topic_t2,5.69E-06,K23109,LDA
K23114,Topic_t2,4.25E-05,K23114,LDA
K23115,Topic_t2,9.08E-06,K23115,LDA
K23117,Topic_t2,5.14E-05,K23117,LDA
K23120,Topic_t2,1.06E-05,K23120,LDA
K23121,Topic_t2,5.67E-06,K23121,LDA
K23122,Topic_t2,0,K23122,LDA
K23125,Topic_t2,4.26E-05,K23125,LDA
K23126,Topic_t2,2.36E-05,K23126,LDA
K23128,Topic_t2,6.41E-05,K23128,LDA
K23129,Topic_t2,2.19E-06,K23129,LDA
K23130,Topic_t2,5.16E-07,K23130,LDA
K23131,Topic_t2,1.52E-05,K23131,LDA
K23133,Topic_t2,6.43E-06,K23133,LDA
K23134,Topic_t2,8.73E-05,K23134,LDA
K23136,Topic_t2,2.89E-05,K23136,LDA
K23142,Topic_t2,4.85E-08,K23142,LDA
K23143,Topic_t2,1.05E-09,K23143,LDA
K23144,Topic_t2,1.05E-05,K23144,LDA
K23145,Topic_t2,7.52E-08,K23145,LDA
K23147,Topic_t2,0,K23147,LDA
K23148,Topic_t2,1.23E-05,K23148,LDA
K23150,Topic_t2,3.14E-05,K23150,LDA
K23153,Topic_t2,3.93E-06,K23153,LDA
K23156,Topic_t2,5.53E-10,K23156,LDA
K23502,Topic_t2,3.16E-06,K23502,LDA
K23503,Topic_t2,5.86E-05,K23503,LDA
K23507,Topic_t2,2.74E-05,K23507,LDA
K23508,Topic_t2,3.34E-05,K23508,LDA
K23509,Topic_t2,5.75E-06,K23509,LDA
K23510,Topic_t2,4.04E-06,K23510,LDA
K23517,Topic_t2,3.65E-06,K23517,LDA
K23521,Topic_t2,4.90E-05,K23521,LDA
K23526,Topic_t2,7.53E-06,K23526,LDA
K23529,Topic_t2,8.82E-07,K23529,LDA
K23531,Topic_t2,0,K23531,LDA
K23532,Topic_t2,0,K23532,LDA
K23533,Topic_t2,1.40E-06,K23533,LDA
K23536,Topic_t2,1.98E-05,K23536,LDA
K23537,Topic_t2,2.80E-06,K23537,LDA
K23540,Topic_t2,3.88E-06,K23540,LDA
K23541,Topic_t2,0,K23541,LDA
K23548,Topic_t2,1.99E-06,K23548,LDA
K23551,Topic_t2,6.37E-06,K23551,LDA
K23552,Topic_t2,1.68E-06,K23552,LDA
K23555,Topic_t2,1.94E-05,K23555,LDA
K23556,Topic_t2,2.08E-05,K23556,LDA
K23557,Topic_t2,6.49E-05,K23557,LDA
K23559,Topic_t2,1.08E-06,K23559,LDA
K23563,Topic_t2,9.23E-06,K23563,LDA
K23565,Topic_t2,1.28E-05,K23565,LDA
KTFG534,Topic_t2,2.88E-05,KTFG534,LDA
KTGF118,Topic_t2,1.68E-06,KTGF118,LDA
KTGF120,Topic_t2,9.88E-06,KTGF120,LDA
KTGF122,Topic_t2,1.95E-06,KTGF122,LDA
KTGF124,Topic_t2,6.34E-06,KTGF124,LDA
KTGF125,Topic_t2,4.78E-06,KTGF125,LDA
KTGF126,Topic_t2,1.39E-06,KTGF126,LDA
KTGF129,Topic_t2,1.98E-06,KTGF129,LDA
KTGF130,Topic_t2,0.000171962,KTGF130,LDA
KTGF136,Topic_t2,1.45E-05,KTGF136,LDA
KTGF142,Topic_t2,7.13E-05,KTGF142,LDA
KTGF143,Topic_t2,2.99E-09,KTGF143,LDA
KTGF146,Topic_t2,0.000343465,KTGF146,LDA
KTGF147,Topic_t2,1.20E-05,KTGF147,LDA
KTGF148,Topic_t2,8.45E-05,KTGF148,LDA
KTGF153,Topic_t2,4.62E-05,KTGF153,LDA
KTGF154,Topic_t2,2.97E-05,KTGF154,LDA
KTGF156,Topic_t2,2.61E-05,KTGF156,LDA
KTGF157,Topic_t2,8.09E-06,KTGF157,LDA
KTGF158,Topic_t2,2.99E-06,KTGF158,LDA
KTGF527,Topic_t2,3.38E-08,KTGF527,LDA
KTGF528,Topic_t2,0,KTGF528,LDA
KTGF533,Topic_t2,7.90E-05,KTGF533,LDA
KTGF540,Topic_t2,9.90E-05,KTGF540,LDA
KTGF544,Topic_t2,2.40E-05,KTGF544,LDA
KTGF545,Topic_t2,2.04E-05,KTGF545,LDA
KTGF549,Topic_t2,5.74E-06,KTGF549,LDA
KTGF550,Topic_t2,9.79E-06,KTGF550,LDA
KTGF553,Topic_t2,3.08E-05,KTGF553,LDA
KTGF556,Topic_t2,4.12E-05,KTGF556,LDA
KTGF557,Topic_t2,0.000197173,KTGF557,LDA
KTGF561,Topic_t2,1.01E-05,KTGF561,LDA
KTGF562,Topic_t2,7.85E-06,KTGF562,LDA
KTGF565,Topic_t2,2.53E-06,KTGF565,LDA
KTGF570,Topic_t2,6.20E-05,KTGF570,LDA
KTGF572,Topic_t2,5.06E-06,KTGF572,LDA
K23101,Topic_t3,1.03E-06,K23101,LDA
K23104,Topic_t3,1.29E-06,K23104,LDA
K23106,Topic_t3,3.61E-06,K23106,LDA
K23107,Topic_t3,8.03E-06,K23107,LDA
K23109,Topic_t3,1.58E-05,K23109,LDA
K23114,Topic_t3,0,K23114,LDA
K23115,Topic_t3,3.58E-06,K23115,LDA
K23117,Topic_t3,2.71E-06,K23117,LDA
K23120,Topic_t3,2.08E-06,K23120,LDA
K23121,Topic_t3,2.91E-05,K23121,LDA
K23122,Topic_t3,2.08E-05,K23122,LDA
K23125,Topic_t3,2.15E-06,K23125,LDA
K23126,Topic_t3,1.67E-05,K23126,LDA
K23128,Topic_t3,0,K23128,LDA
K23129,Topic_t3,3.37E-06,K23129,LDA
K23130,Topic_t3,3.89E-06,K23130,LDA
K23131,Topic_t3,2.24E-05,K23131,LDA
K23133,Topic_t3,4.88E-06,K23133,LDA
K23134,Topic_t3,2.43E-06,K23134,LDA
K23136,Topic_t3,3.37E-05,K23136,LDA
K23142,Topic_t3,9.68E-06,K23142,LDA
K23143,Topic_t3,8.99E-06,K23143,LDA
K23144,Topic_t3,1.20E-07,K23144,LDA
K23145,Topic_t3,1.22E-05,K23145,LDA
K23147,Topic_t3,0,K23147,LDA
K23148,Topic_t3,3.21E-06,K23148,LDA
K23150,Topic_t3,1.09E-05,K23150,LDA
K23153,Topic_t3,3.63E-05,K23153,LDA
K23156,Topic_t3,5.55E-05,K23156,LDA
K23502,Topic_t3,2.76E-05,K23502,LDA
K23503,Topic_t3,5.46E-06,K23503,LDA
K23507,Topic_t3,5.36E-05,K23507,LDA
K23508,Topic_t3,5.73E-06,K23508,LDA
K23509,Topic_t3,1.30E-05,K23509,LDA
K23510,Topic_t3,1.01E-05,K23510,LDA
K23517,Topic_t3,9.33E-05,K23517,LDA
K23521,Topic_t3,0,K23521,LDA
K23526,Topic_t3,2.31E-05,K23526,LDA
K23529,Topic_t3,3.34E-05,K23529,LDA
K23531,Topic_t3,0,K23531,LDA
K23532,Topic_t3,4.24E-05,K23532,LDA
K23533,Topic_t3,6.48E-05,K23533,LDA
K23536,Topic_t3,3.12E-07,K23536,LDA
K23537,Topic_t3,0.000104714,K23537,LDA
K23540,Topic_t3,9.41E-06,K23540,LDA
K23541,Topic_t3,3.82E-06,K23541,LDA
K23548,Topic_t3,1.43E-06,K23548,LDA
K23551,Topic_t3,1.14E-05,K23551,LDA
K23552,Topic_t3,2.51E-05,K23552,LDA
K23555,Topic_t3,3.71E-06,K23555,LDA
K23556,Topic_t3,0,K23556,LDA
K23557,Topic_t3,4.57E-06,K23557,LDA
K23559,Topic_t3,1.39E-07,K23559,LDA
K23563,Topic_t3,4.05E-08,K23563,LDA
K23565,Topic_t3,1.27E-05,K23565,LDA
KTFG534,Topic_t3,2.21E-05,KTFG534,LDA
KTGF118,Topic_t3,6.93E-06,KTGF118,LDA
KTGF120,Topic_t3,3.43E-06,KTGF120,LDA
KTGF122,Topic_t3,2.38E-05,KTGF122,LDA
KTGF124,Topic_t3,0,KTGF124,LDA
KTGF125,Topic_t3,1.09E-05,KTGF125,LDA
KTGF126,Topic_t3,5.80E-06,KTGF126,LDA
KTGF129,Topic_t3,2.04E-05,KTGF129,LDA
KTGF130,Topic_t3,3.46E-05,KTGF130,LDA
KTGF136,Topic_t3,1.08E-05,KTGF136,LDA
KTGF142,Topic_t3,7.11E-06,KTGF142,LDA
KTGF143,Topic_t3,5.74E-08,KTGF143,LDA
KTGF146,Topic_t3,6.22E-05,KTGF146,LDA
KTGF147,Topic_t3,7.42E-06,KTGF147,LDA
